key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,mouse_7.clicked_name,catchpracsimilarity,catch_response_time,catchnumberprac,catchtrialorderprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,catchornah,catchsimilarity,catchnumber,catchtrialorder,catchRT,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1
,,,,,,,,,,,,,FF,,,,,,,,1.9332,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1851,110,28,1,0,0,response1disk,,6,-3,-4,1,0,0,rectangle,-3,-4,1,0,0,,,,,,,-3,-4,1,0,0,,0,33,33,83,1,
,,,,,,,,,,,,,FF,,,,,,,,1.2166,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2988,104,-62,1,0,0,response3disk,,5,-9,13,1,0,0,rectangle,-9,13,1,0,0,,,,,,,-9,13,1,0,0,,0,34,34,62,1,
,,,,,,,,,,,,,FF,,,,,,,,1.7314,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2337,76,100,1,0,0,response1disk,,7,30,5,1,0,0,rectangle,30,5,1,0,0,,,,,,,30,5,1,0,0,,0,35,35,138,1,
,,,,,,,,,,,,,FF,,,,,,,,1.9661,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3627,76,-102,1,0,0,response3disk,,4,27,5,1,0,0,rectangle,27,5,1,0,0,,,,,,,27,5,1,0,0,,0,36,36,29,1,
,,,,,,,,,,,,,FF,,,,,,,,0.9163,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2281,82,61,1,0,0,response1disk,,6,-15,15,1,0,0,rectangle,-15,15,1,0,0,,,,,,,-15,15,1,0,0,,0,37,37,24,1,
,,,,,,,,,,,,,FF,,,,,,,,0.7165,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1075,57,114,1,0,0,response1disk,,7,-11,-14,1,0,0,rectangle,-40,-127,1,0,0,response5disk_3,TRUE,3,3,"[282,127,39,1,187,181,207,296,241,306,52,277,226,279,263,52,33,206,144,266]",1.8825,6,-1,1,0,0,rectangle,0,38,38,126,1,
,,,,,,,,,,,,,FF,,,,,,,,2.1663,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,920,46,103,1,0,0,response1disk,,7,2,2,1,0,0,rectangle,2,2,1,0,0,,,,,,,2,2,1,0,0,,0,39,39,7,1,
,,,,,,,,,,,,,FF,,,,,,,,1.2162,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1385,127,-46,1,0,0,response3disk,,5,19,0,1,0,0,rectangle,19,0,1,0,0,,,,,,,19,0,1,0,0,,0,40,40,61,1,
,,,,,,,,,,,,,FF,,,,,,,,1.2526,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,694,112,-51,1,0,0,response3disk,,5,13,6,1,0,0,rectangle,13,6,1,0,0,,,,,,,13,6,1,0,0,,0,41,41,58,1,
,,,,,,,,,,,,,FF,,,,,,,,0.9833,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,916,87,41,1,0,0,response1disk,,6,-6,8,1,0,0,rectangle,-6,8,1,0,0,,,,,,,-6,8,1,0,0,,0,42,42,157,1,
,,,,,,,,,,,,,FF,,,,,,,,1.3329,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2049,97,52,1,0,0,response1disk,,6,-27,-6,1,0,0,rectangle,-27,-6,1,0,0,,,,,,,-27,-6,1,0,0,,0,43,43,135,1,
,,,,,,,,,,,,,FF,,,,,,,,0.716,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1695,68,124,1,0,0,response1disk,,7,28,-7,1,0,0,rectangle,28,-7,1,0,0,,,,,,,28,-7,1,0,0,,0,44,44,8,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8165,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1125,100,44,1,0,0,response1disk,,6,-32,3,1,0,0,rectangle,-32,3,1,0,0,,,,,,,-32,3,1,0,0,,0,45,45,17,1,
,,,,,,,,,,,,,FF,,,,,,,,2.4668,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,263,-50,-127,1,0,0,response5disk,,3,14,-8,1,0,0,rectangle,14,-8,1,0,0,,,,,,,14,-8,1,0,0,,0,46,46,21,1,
,,,,,,,,,,,,,FF,,,,,,,,1.4996,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3,-39,-105,1,0,0,response5disk,,3,15,-4,1,0,0,rectangle,15,-4,1,0,0,,,,,,,15,-4,1,0,0,,0,47,47,113,1,
,,,,,,,,,,,,,FF,,,,,,,,1.6333,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,682,100,-49,1,0,0,response3disk,,5,11,-7,1,0,0,rectangle,11,-7,1,0,0,,,,,,,11,-7,1,0,0,,0,48,48,59,1,
,,,,,,,,,,,,,FF,,,,,,,,1.9665,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1892,-100,-36,1,0,0,response5disk,,2,7,11,1,0,0,rectangle,7,11,1,0,0,,,,,,,7,11,1,0,0,,0,49,49,132,1,
,,,,,,,,,,,,,FF,,,,,,,,1.4161,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2222,69,-110,1,0,0,response3disk,,4,2,2,1,0,0,rectangle,2,2,1,0,0,,,,,,,2,2,1,0,0,,0,50,50,35,1,
,,,,,,,,,,,,,FF,,,,,,,,1.2492,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,689,-58,-104,1,0,0,response5disk,,3,3,1,1,0,0,rectangle,58,-99,1,0,0,response3disk_3,TRUE,4,4,"[282,127,39,1,187,181,207,296,241,306,52,277,226,279,263,52,33,206,144,266]",1.3994,3,7,1,0,0,rectangle,0,51,51,14,1,
,,,,,,,,,,,,,FF,,,,,,,,1.6997,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1705,82,-44,1,0,0,response3disk,,5,-18,2,1,0,0,rectangle,-18,2,1,0,0,,,,,,,-18,2,1,0,0,,0,52,52,49,1,
,,,,,,,,,,,,,FF,,,,,,,,2.5001,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3761,65,-117,1,0,0,response3disk,,4,9,-7,1,0,0,rectangle,9,-7,1,0,0,,,,,,,9,-7,1,0,0,,0,53,53,116,1,
,,,,,,,,,,,,,FF,,,,,,,,27.1829,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1068,121,28,1,0,0,response1disk,,6,2,-12,1,0,0,rectangle,2,-12,1,0,0,,,,,,,2,-12,1,0,0,,0,54,54,153,1,
,,,,,,,,,,,,,FF,,,,,,,,1.5998,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1600,-124,26,1,0,0,response7disk,,1,-31,-8,1,0,0,rectangle,-31,-8,1,0,0,,,,,,,-31,-8,1,0,0,,0,55,55,143,1,
,,,,,,,,,,,,,FF,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2616,118,-73,1,0,0,response3disk,,5,0,-9,1,0,0,rectangle,0,-9,1,0,0,,,,,,,0,-9,1,0,0,,0,56,56,69,1,
,,,,,,,,,,,,,FF,,,,,,,,0.9501,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,293,80,-40,1,0,0,response3disk,,5,16,-2,1,0,0,rectangle,16,-2,1,0,0,,,,,,,16,-2,1,0,0,,0,57,57,128,1,
,,,,,,,,,,,,,FF,,,,,,,,0.9332,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,4161,-53,107,1,0,0,response7disk,,0,9,3,1,0,0,rectangle,9,3,1,0,0,,,,,,,9,3,1,0,0,,0,58,58,45,1,
,,,,,,,,,,,,,FF,,,,,,,,1.1002,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2734,-46,-97,1,0,0,response5disk,,3,-2,-5,1,0,0,rectangle,-2,-5,1,0,0,,,,,,,-2,-5,1,0,0,,0,59,59,75,1,
,,,,,,,,,,,,,FF,,,,,,,,0.867,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1291,-42,-104,1,0,0,response5disk,,3,-1,-11,1,0,0,rectangle,-1,-11,1,0,0,,,,,,,-1,-11,1,0,0,,0,60,60,82,1,
,,,,,,,,,,,,,FF,,,,,,,,0.7501,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1373,-29,-84,1,0,0,response5disk,,3,5,-8,1,0,0,rectangle,5,-8,1,0,0,,,,,,,5,-8,1,0,0,,0,61,61,46,1,
,,,,,,,,,,,,,FF,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,596,119,76,1,0,0,response1disk,,6,7,12,1,0,0,rectangle,7,12,1,0,0,,,,,,,7,12,1,0,0,,0,62,62,146,1,
,,,,,,,,,,,,,FF,,,,,,,,0.9359,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1506,52,118,1,0,0,response1disk,,7,-20,7,1,0,0,rectangle,-20,7,1,0,0,,,,,,,-20,7,1,0,0,,0,63,63,68,1,
,,,,,,,,,,,,,FF,,,,,,,,1.3997,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1307,-43,-104,1,0,0,response5disk,,3,-3,-1,1,0,0,rectangle,-3,-1,1,0,0,,,,,,,-3,-1,1,0,0,,0,64,64,74,1,
,,,,,,,,,,,,,FF,,,,,,,,1.4171,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3460,50,-100,1,0,0,response3disk,,4,4,17,1,0,0,rectangle,4,17,1,0,0,,,,,,,4,17,1,0,0,,0,65,65,112,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8989,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,913,97,51,1,0,0,response1disk,,6,10,5,1,0,0,rectangle,10,5,1,0,0,,,,,,,10,5,1,0,0,,0,66,66,102,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8832,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2128,123,55,1,0,0,response1disk,,6,-6,1,1,0,0,rectangle,-6,1,1,0,0,,,,,,,-6,1,1,0,0,,0,67,67,86,1,
,,,,,,,,,,,,,FF,,,,,,,,0.7999,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,245,94,-47,1,0,0,response3disk,,5,-16,6,1,0,0,rectangle,-16,6,1,0,0,,,,,,,-16,6,1,0,0,,0,68,68,40,1,
,,,,,,,,,,,,,FF,,,,,,,,1.4334,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2953,-58,-109,1,0,0,response5disk,,3,11,0,1,0,0,rectangle,11,0,1,0,0,,,,,,,11,0,1,0,0,,0,69,69,19,1,
,,,,,,,,,,,,,FF,,,,,,,,0.7186,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3810,-72,141,1,0,0,response7disk,,0,-3,6,1,0,0,rectangle,-3,6,1,0,0,,,,,,,-3,6,1,0,0,,0,70,70,139,1,
,,,,,,,,,,,,,FF,,,,,,,,1.1995,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3760,56,-128,1,0,0,response3disk,,4,0,3,1,0,0,rectangle,0,3,1,0,0,,,,,,,0,3,1,0,0,,0,71,71,64,1,
,,,,,,,,,,,,,FF,,,,,,,,1.2831,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2224,86,60,1,0,0,response1disk,,6,14,9,1,0,0,rectangle,14,9,1,0,0,,,,,,,14,9,1,0,0,,0,72,72,28,1,
,,,,,,,,,,,,,FF,,,,,,,,0.933,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1534,108,64,1,0,0,response1disk,,6,7,4,1,0,0,rectangle,7,4,1,0,0,,,,,,,7,4,1,0,0,,0,73,73,18,1,
,,,,,,,,,,,,,FF,,,,,,,,2.3665,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,666,114,69,1,0,0,response1disk,,6,0,10,1,0,0,rectangle,0,10,1,0,0,,,,,,,0,10,1,0,0,,0,74,74,43,1,
,,,,,,,,,,,,,FF,,,,,,,,0.736,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3168,63,121,1,0,0,response1disk,,7,6,9,1,0,0,rectangle,6,9,1,0,0,,,,,,,6,9,1,0,0,,0,75,75,44,1,
,,,,,,,,,,,,,FF,,,,,,,,1.3164,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1304,59,-112,1,0,0,response3disk,,4,4,-9,1,0,0,rectangle,4,-9,1,0,0,,,,,,,4,-9,1,0,0,,0,76,76,67,1,
,,,,,,,,,,,,,FF,,,,,,,,1.9002,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,264,-143,-65,1,0,0,response5disk,,2,-8,-1,1,0,0,rectangle,-8,-1,1,0,0,,,,,,,-8,-1,1,0,0,,0,77,77,131,1,
,,,,,,,,,,,,,FF,,,,,,,,1.2003,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3757,118,-58,1,0,0,response3disk,,5,5,3,1,0,0,rectangle,5,3,1,0,0,,,,,,,5,3,1,0,0,,0,78,78,154,1,
,,,,,,,,,,,,,FF,,,,,,,,2.0665,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,97,56,-123,1,0,0,response3disk,,4,2,9,1,0,0,rectangle,2,9,1,0,0,,,,,,,2,9,1,0,0,,0,79,79,55,1,
,,,,,,,,,,,,,FF,,,,,,,,1.4187,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1388,144,38,1,0,0,response1disk,,6,-9,-4,1,0,0,rectangle,-9,-4,1,0,0,,,,,,,-9,-4,1,0,0,,0,80,80,129,1,
,,,,,,,,,,,,,FF,,,,,,,,0.817,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3152,122,60,1,0,0,response1disk,,6,-11,3,1,0,0,rectangle,-11,3,1,0,0,,,,,,,-11,3,1,0,0,,0,81,81,65,1,
,,,,,,,,,,,,,FF,,,,,,,,0.683,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3626,153,69,1,0,0,response1disk,,6,22,6,1,0,0,rectangle,22,6,1,0,0,,,,,,,22,6,1,0,0,,0,82,82,159,1,
,,,,,,,,,,,,,FF,,,,,,,,0.683,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2618,78,127,1,0,0,response1disk,,7,-6,11,1,0,0,rectangle,-6,11,1,0,0,,,,,,,-6,11,1,0,0,,0,83,83,152,1,
,,,,,,,,,,,,,FF,,,,,,,,1.4161,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2087,134,-53,1,0,0,response3disk,,5,4,6,1,0,0,rectangle,4,6,1,0,0,,,,,,,4,6,1,0,0,,0,84,84,9,1,
,,,,,,,,,,,,,FF,,,,,,,,1.0334,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,4323,64,156,1,0,0,response1disk,,7,-4,19,1,0,0,rectangle,-4,19,1,0,0,,,,,,,-4,19,1,0,0,,0,85,85,106,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8643,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3894,115,-62,1,0,0,response3disk,,5,9,-5,1,0,0,rectangle,9,-5,1,0,0,,,,,,,9,-5,1,0,0,,0,86,86,96,1,
,,,,,,,,,,,,,FF,,,,,,,,2.8831,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2537,132,-45,1,0,0,response3disk,,5,20,1,1,0,0,rectangle,20,1,1,0,0,,,,,,,20,1,1,0,0,,0,87,87,103,1,
,,,,,,,,,,,,,FF,,,,,,,,0.6667,,,,,,,,,,,,,,,,,,,,,,5da3501124681c0015e6f56c,60e56392ceb7aeb9d000fd93,2021-07-07_10h20.48.086,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,0,-85,128,1,0,0,response7disk,,0,1,13,1,0,0,rectangle,1,13,1,0,0,,,,,,,1,13,1,0,0,,0,88,88,145,1,
