key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,mouse_7.clicked_name,catchpracsimilarity,catch_response_time,catchnumberprac,catchtrialorderprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,catchornah,catchsimilarity,catchnumber,catchtrialorder,catchRT,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1
,,,,,,,,,,,,,FF,,,,,,,,1.3001,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1896,58,-110,1,0,0,response3disk,,4,-7,-10,1,0,0,rectangle,-7,-10,1,0,0,,,,,,,-7,-10,1,0,0,,0,89,89,69,1,
,,,,,,,,,,,,,FF,,,,,,,,1.0003,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,981,116,51,1,0,0,response1disk,,6,4,2,1,0,0,rectangle,4,2,1,0,0,,,,,,,4,2,1,0,0,,0,90,90,112,1,
,,,,,,,,,,,,,FF,,,,,,,,1.1702,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2494,103,37,1,0,0,response1disk,,6,14,-7,1,0,0,rectangle,14,-7,1,0,0,,,,,,,14,-7,1,0,0,,0,91,91,153,1,
,,,,,,,,,,,,,FF,,,,,,,,0.7368,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2857,116,-42,1,0,0,response3disk,,5,13,-12,1,0,0,rectangle,13,-12,1,0,0,,,,,,,13,-12,1,0,0,,0,92,92,96,1,
,,,,,,,,,,,,,FF,,,,,,,,0.6637,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,297,111,-63,1,0,0,response3disk,,5,12,-7,1,0,0,rectangle,12,-7,1,0,0,,,,,,,12,-7,1,0,0,,0,93,93,116,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8499,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2451,101,72,1,0,0,response1disk,,6,-15,-8,1,0,0,rectangle,-15,-8,1,0,0,,,,,,,-15,-8,1,0,0,,0,94,94,30,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8334,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,709,56,75,1,0,0,response1disk,,7,6,-18,1,0,0,rectangle,6,-18,1,0,0,,,,,,,6,-18,1,0,0,,0,95,95,58,1,
,,,,,,,,,,,,,FF,,,,,,,,1.0835,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1538,45,94,1,0,0,response1disk,,7,24,6,1,0,0,rectangle,24,6,1,0,0,,,,,,,24,6,1,0,0,,0,96,96,106,1,
,,,,,,,,,,,,,FF,,,,,,,,0.6669,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2222,116,43,1,0,0,response1disk,,6,6,-8,1,0,0,rectangle,6,-8,1,0,0,,,,,,,6,-8,1,0,0,,0,97,97,7,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8031,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,615,71,-115,1,0,0,response3disk,,4,-14,-2,1,0,0,rectangle,-14,-2,1,0,0,,,,,,,-14,-2,1,0,0,,0,98,98,61,1,
,,,,,,,,,,,,,FF,,,,,,,,1.0834,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3240,114,-49,1,0,0,response3disk,,5,19,0,1,0,0,rectangle,19,0,1,0,0,,,,,,,19,0,1,0,0,,0,99,99,108,1,
,,,,,,,,,,,,,FF,,,,,,,,0.6499,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1195,58,-88,1,0,0,response3disk,,4,18,-6,1,0,0,rectangle,18,-6,1,0,0,,,,,,,18,-6,1,0,0,,0,100,100,132,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8502,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2383,44,93,1,0,0,response1disk,,7,13,15,1,0,0,rectangle,-47,131,1,0,0,response7disk_3,TRUE,0,0,"[78,220,32,192,1,31,140,144,202,285,107,39,291,226,52,210,0,102,120,224]",1.4666,-5,-6,1,0,0,rectangle,0,101,101,115,1,
,,,,,,,,,,,,,FF,,,,,,,,0.764,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1232,106,-50,1,0,0,response3disk,,5,3,-4,1,0,0,rectangle,3,-4,1,0,0,,,,,,,3,-4,1,0,0,,0,102,102,120,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8974,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,286,50,-104,1,0,0,response3disk,,4,-20,-11,1,0,0,rectangle,-20,-11,1,0,0,,,,,,,-20,-11,1,0,0,,0,103,103,71,1,
,,,,,,,,,,,,,FF,,,,,,,,0.7501,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,987,111,45,1,0,0,response1disk,,6,12,9,1,0,0,rectangle,12,9,1,0,0,,,,,,,12,9,1,0,0,,0,104,104,4,1,
,,,,,,,,,,,,,FF,,,,,,,,1.5501,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3518,54,-136,1,0,0,response3disk,,4,12,-8,1,0,0,rectangle,12,-8,1,0,0,,,,,,,12,-8,1,0,0,,0,105,105,54,1,
,,,,,,,,,,,,,FF,,,,,,,,4.9667,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3131,102,-51,1,0,0,response3disk,,5,9,-11,1,0,0,rectangle,-128,-54,1,0,0,response5disk_3,TRUE,2,2,"[78,220,32,192,1,31,140,144,202,285,107,39,291,226,52,210,0,102,120,224]",1.3196,-5,-12,1,0,0,rectangle,0,106,106,42,1,
,,,,,,,,,,,,,FF,,,,,,,,0.7534,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1419,73,-107,1,0,0,response3disk,,4,18,-12,1,0,0,rectangle,18,-12,1,0,0,,,,,,,18,-12,1,0,0,,0,107,107,9,1,
,,,,,,,,,,,,,FF,,,,,,,,1.2834,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1584,91,-45,1,0,0,response3disk,,5,29,0,1,0,0,rectangle,29,0,1,0,0,,,,,,,29,0,1,0,0,,0,108,108,20,1,
,,,,,,,,,,,,,FF,,,,,,,,1.6867,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3078,113,53,1,0,0,response1disk,,6,5,-7,1,0,0,rectangle,5,-7,1,0,0,,,,,,,5,-7,1,0,0,,0,109,109,110,1,
,,,,,,,,,,,,,FF,,,,,,,,1.0168,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2597,148,-71,1,0,0,response3disk,,5,17,-10,1,0,0,rectangle,17,-10,1,0,0,,,,,,,17,-10,1,0,0,,0,110,110,63,1,
,,,,,,,,,,,,,FF,,,,,,,,1.3025,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2012,119,46,1,0,0,response1disk,,6,20,-14,1,0,0,rectangle,20,-14,1,0,0,,,,,,,20,-14,1,0,0,,0,111,111,65,1,
,,,,,,,,,,,,,FF,,,,,,,,1.5335,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,608,56,103,1,0,0,response1disk,,7,-5,-7,1,0,0,rectangle,-5,-7,1,0,0,,,,,,,-5,-7,1,0,0,,0,112,112,138,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8197,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3721,53,78,1,0,0,response1disk,,7,2,0,1,0,0,rectangle,2,0,1,0,0,,,,,,,2,0,1,0,0,,0,113,113,21,1,
,,,,,,,,,,,,,FF,,,,,,,,3.6197,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,244,111,-54,1,0,0,response3disk,,5,4,-9,1,0,0,rectangle,4,-9,1,0,0,,,,,,,4,-9,1,0,0,,0,114,114,122,1,
,,,,,,,,,,,,,FF,,,,,,,,1.0702,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,4223,55,-121,1,0,0,response3disk,,4,7,-6,1,0,0,rectangle,7,-6,1,0,0,,,,,,,7,-6,1,0,0,,0,115,115,44,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8167,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2056,109,50,1,0,0,response1disk,,6,9,4,1,0,0,rectangle,9,4,1,0,0,,,,,,,9,4,1,0,0,,0,116,116,73,1,
,,,,,,,,,,,,,FF,,,,,,,,1.4534,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1880,128,40,1,0,0,response1disk,,6,12,-4,1,0,0,rectangle,12,-4,1,0,0,,,,,,,12,-4,1,0,0,,0,117,117,119,1,
,,,,,,,,,,,,,FF,,,,,,,,0.5972,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,4299,123,34,1,0,0,response1disk,,6,-3,2,1,0,0,rectangle,-3,2,1,0,0,,,,,,,-3,2,1,0,0,,0,118,118,114,1,
,,,,,,,,,,,,,FF,,,,,,,,0.9831,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3253,128,43,1,0,0,response1disk,,6,25,-10,1,0,0,rectangle,92,-43,1,0,0,response3disk_3,TRUE,5,5,"[78,220,32,192,1,31,140,144,202,285,107,39,291,226,52,210,0,102,120,224]",1.2862,-11,3,1,0,0,rectangle,0,119,119,78,1,
,,,,,,,,,,,,,FF,,,,,,,,7.5837,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1868,83,-117,1,0,0,response3disk,,4,12,-16,1,0,0,rectangle,12,-16,1,0,0,,,,,,,12,-16,1,0,0,,0,120,120,82,1,
,,,,,,,,,,,,,FF,,,,,,,,2.7332,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,4141,-72,-93,1,0,0,response5disk,,3,-5,-4,1,0,0,rectangle,-5,-4,1,0,0,,,,,,,-5,-4,1,0,0,,0,121,121,11,1,
,,,,,,,,,,,,,FF,,,,,,,,0.7198,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,27,134,57,1,0,0,response1disk,,6,14,-1,1,0,0,rectangle,14,-1,1,0,0,,,,,,,14,-1,1,0,0,,0,122,122,148,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8868,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2615,-55,-131,1,0,0,response5disk,,3,-14,7,1,0,0,rectangle,-14,7,1,0,0,,,,,,,-14,7,1,0,0,,0,123,123,41,1,
,,,,,,,,,,,,,FF,,,,,,,,2.4169,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,323,72,123,1,0,0,response1disk,,7,24,17,1,0,0,rectangle,24,17,1,0,0,,,,,,,24,17,1,0,0,,0,124,124,23,1,
,,,,,,,,,,,,,FF,,,,,,,,0.7698,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,4232,130,57,1,0,0,response1disk,,6,20,-6,1,0,0,rectangle,20,-6,1,0,0,,,,,,,20,-6,1,0,0,,0,125,125,53,1,
,,,,,,,,,,,,,FF,,,,,,,,0.9497,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1249,65,91,1,0,0,response1disk,,7,1,3,1,0,0,rectangle,1,3,1,0,0,,,,,,,1,3,1,0,0,,0,126,126,124,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8001,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,4213,60,88,1,0,0,response1disk,,7,0,-12,1,0,0,rectangle,0,-12,1,0,0,,,,,,,0,-12,1,0,0,,0,127,127,158,1,
,,,,,,,,,,,,,FF,,,,,,,,1.2333,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1962,96,-143,1,0,0,response3disk,,4,-14,-9,1,0,0,rectangle,-14,-9,1,0,0,,,,,,,-14,-9,1,0,0,,0,128,128,77,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8333,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3630,-47,91,1,0,0,response7disk,,0,-12,-9,1,0,0,rectangle,-12,-9,1,0,0,,,,,,,-12,-9,1,0,0,,0,129,129,50,1,
,,,,,,,,,,,,,FF,,,,,,,,1.5834,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2157,115,-83,1,0,0,response3disk,,5,-2,6,1,0,0,rectangle,-2,6,1,0,0,,,,,,,-2,6,1,0,0,,0,130,130,102,1,
,,,,,,,,,,,,,FF,,,,,,,,0.9502,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,613,-31,-118,1,0,0,response5disk,,3,-19,13,1,0,0,rectangle,-19,13,1,0,0,,,,,,,-19,13,1,0,0,,0,131,131,43,1,
,,,,,,,,,,,,,FF,,,,,,,,1.6169,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,645,105,-59,1,0,0,response3disk,,5,27,-3,1,0,0,rectangle,27,-3,1,0,0,,,,,,,27,-3,1,0,0,,0,132,132,34,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8199,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3226,62,108,1,0,0,response1disk,,7,1,0,1,0,0,rectangle,1,0,1,0,0,,,,,,,1,0,1,0,0,,0,133,133,101,1,
,,,,,,,,,,,,,FF,,,,,,,,0.7335,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1250,112,55,1,0,0,response1disk,,6,31,-4,1,0,0,rectangle,31,-4,1,0,0,,,,,,,31,-4,1,0,0,,0,134,134,159,1,
,,,,,,,,,,,,,FF,,,,,,,,1.5703,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,751,112,63,1,0,0,response1disk,,6,34,-13,1,0,0,rectangle,34,-13,1,0,0,,,,,,,34,-13,1,0,0,,0,135,135,143,1,
,,,,,,,,,,,,,FF,,,,,,,,0.7801,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1991,47,106,1,0,0,response1disk,,7,-8,4,1,0,0,rectangle,-8,4,1,0,0,,,,,,,-8,4,1,0,0,,0,136,136,145,1,
,,,,,,,,,,,,,FF,,,,,,,,1.4167,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,275,101,-83,1,0,0,response3disk,,5,-8,-10,1,0,0,rectangle,-8,-10,1,0,0,,,,,,,-8,-10,1,0,0,,0,137,137,136,1,
,,,,,,,,,,,,,FF,,,,,,,,1.0862,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,222,102,67,1,0,0,response1disk,,6,23,-16,1,0,0,rectangle,23,-16,1,0,0,,,,,,,23,-16,1,0,0,,0,138,138,156,1,
,,,,,,,,,,,,,FF,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2151,54,94,1,0,0,response1disk,,7,-14,-1,1,0,0,rectangle,-45,-126,1,0,0,response5disk_3,TRUE,3,3,"[78,220,32,192,1,31,140,144,202,285,107,39,291,226,52,210,0,102,120,224]",1.3697,5,12,1,0,0,rectangle,0,139,139,56,1,
,,,,,,,,,,,,,FF,,,,,,,,2.9166,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1535,113,-63,1,0,0,response3disk,,5,20,-9,1,0,0,rectangle,20,-9,1,0,0,,,,,,,20,-9,1,0,0,,0,140,140,62,1,
,,,,,,,,,,,,,FF,,,,,,,,0.7143,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1719,31,82,1,0,0,response1disk,,7,-43,7,1,0,0,rectangle,-43,7,1,0,0,,,,,,,-43,7,1,0,0,,0,141,141,140,1,
,,,,,,,,,,,,,FF,,,,,,,,0.5663,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3649,106,39,1,0,0,response1disk,,6,13,0,1,0,0,rectangle,13,0,1,0,0,,,,,,,13,0,1,0,0,,0,142,142,121,1,
,,,,,,,,,,,,,FF,,,,,,,,0.9366,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2362,51,-120,1,0,0,response3disk,,4,-7,20,1,0,0,rectangle,-48,135,1,0,0,response7disk_3,TRUE,0,0,"[78,220,32,192,1,31,140,144,202,285,107,39,291,226,52,210,0,102,120,224]",1.7666,1,8,1,0,0,rectangle,0,143,143,28,1,
,,,,,,,,,,,,,FF,,,,,,,,1.0031,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1299,120,-55,1,0,0,response3disk,,5,13,-4,1,0,0,rectangle,13,-4,1,0,0,,,,,,,13,-4,1,0,0,,0,144,144,22,1,
