key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,mouse_7.clicked_name,catchpracsimilarity,catch_response_time,catchnumberprac,catchtrialorderprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,catchornah,catchsimilarity,catchnumber,catchtrialorder,catchRT,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1
,,,,,,,,,,,,,FF,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3186,121,48,1,0,0,response1disk,,6,-19,5,1,0,0,rectangle,-19,5,1,0,0,,,,,,,-19,5,1,0,0,,0,33,33,139,1,
,,,,,,,,,,,,,FF,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2355,-48,106,1,0,0,response7disk,,0,29,-8,1,0,0,rectangle,29,-8,1,0,0,,,,,,,29,-8,1,0,0,,0,34,34,147,1,
,,,,,,,,,,,,,FF,,,,,,,,0.5334,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2093,-64,106,1,0,0,response7disk,,0,-5,-13,1,0,0,rectangle,-5,-13,1,0,0,,,,,,,-5,-13,1,0,0,,0,35,35,26,1,
,,,,,,,,,,,,,FF,,,,,,,,0.7667,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2437,-86,-41,1,0,0,response5disk,,2,17,3,1,0,0,rectangle,17,3,1,0,0,,,,,,,17,3,1,0,0,,0,36,36,51,1,
,,,,,,,,,,,,,FF,,,,,,,,2.0001,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1800,130,32,1,0,0,response1disk,,6,-10,-5,1,0,0,rectangle,-10,-5,1,0,0,,,,,,,-10,-5,1,0,0,,0,37,37,46,1,
,,,,,,,,,,,,,FF,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,473,109,46,1,0,0,response1disk,,6,26,5,1,0,0,rectangle,54,-148,1,0,0,response3disk_3,TRUE,4,4,"[78,220,32,192,1,31,140,144,202,285,107,39,291,226,52,210,0,102,120,224]",1.55,-2,4,1,0,0,rectangle,0,38,38,142,1,
,,,,,,,,,,,,,FF,,,,,,,,1.3362,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,346,-131,-60,1,0,0,response5disk,,2,-2,3,1,0,0,rectangle,-2,3,1,0,0,,,,,,,-2,3,1,0,0,,0,39,39,27,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8835,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1367,44,-108,1,0,0,response3disk,,4,17,-2,1,0,0,rectangle,17,-2,1,0,0,,,,,,,17,-2,1,0,0,,0,40,40,89,1,
,,,,,,,,,,,,,FF,,,,,,,,1.3668,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1678,82,-34,1,0,0,response3disk,,5,1,-1,1,0,0,rectangle,1,-1,1,0,0,,,,,,,1,-1,1,0,0,,0,41,41,113,1,
,,,,,,,,,,,,,FF,,,,,,,,0.7037,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1531,51,-122,1,0,0,response3disk,,4,-32,4,1,0,0,rectangle,-32,4,1,0,0,,,,,,,-32,4,1,0,0,,0,42,42,126,1,
,,,,,,,,,,,,,FF,,,,,,,,1.2161,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,886,-103,48,1,0,0,response7disk,,1,-22,-2,1,0,0,rectangle,-22,-2,1,0,0,,,,,,,-22,-2,1,0,0,,0,43,43,144,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8698,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1129,-51,-100,1,0,0,response5disk,,3,0,-2,1,0,0,rectangle,0,-2,1,0,0,,,,,,,0,-2,1,0,0,,0,44,44,131,1,
,,,,,,,,,,,,,FF,,,,,,,,0.6999,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3574,100,-67,1,0,0,response3disk,,5,35,3,1,0,0,rectangle,35,3,1,0,0,,,,,,,35,3,1,0,0,,0,45,45,57,1,
,,,,,,,,,,,,,FF,,,,,,,,0.9501,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,164,-140,-43,1,0,0,response5disk,,2,-30,7,1,0,0,rectangle,-30,7,1,0,0,,,,,,,-30,7,1,0,0,,0,46,46,84,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8667,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,419,51,-143,1,0,0,response3disk,,4,-7,-4,1,0,0,rectangle,-7,-4,1,0,0,,,,,,,-7,-4,1,0,0,,0,47,47,16,1,
,,,,,,,,,,,,,FF,,,,,,,,1.2834,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,4288,105,43,1,0,0,response1disk,,6,-6,-7,1,0,0,rectangle,-6,-7,1,0,0,,,,,,,-6,-7,1,0,0,,0,48,48,146,1,
,,,,,,,,,,,,,FF,,,,,,,,2.0198,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,39,110,59,1,0,0,response1disk,,6,-1,-13,1,0,0,rectangle,-1,-13,1,0,0,,,,,,,-1,-13,1,0,0,,0,49,49,155,1,
,,,,,,,,,,,,,FF,,,,,,,,1.4035,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,430,-38,-137,1,0,0,response5disk,,3,-2,-2,1,0,0,rectangle,-2,-2,1,0,0,,,,,,,-2,-2,1,0,0,,0,50,50,47,1,
,,,,,,,,,,,,,FF,,,,,,,,0.7804,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2291,-60,110,1,0,0,response7disk,,0,8,-4,1,0,0,rectangle,-116,46,1,0,0,response7disk_3,TRUE,1,1,"[78,220,32,192,1,31,140,144,202,285,107,39,291,226,52,210,0,102,120,224]",1.3804,-1,4,1,0,0,rectangle,0,51,51,128,1,
,,,,,,,,,,,,,FF,,,,,,,,0.7868,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1908,79,-49,1,0,0,response3disk,,5,-3,1,1,0,0,rectangle,-3,1,1,0,0,,,,,,,-3,1,1,0,0,,0,52,52,85,1,
,,,,,,,,,,,,,FF,,,,,,,,0.5872,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2241,35,-115,1,0,0,response3disk,,4,1,12,1,0,0,rectangle,1,12,1,0,0,,,,,,,1,12,1,0,0,,0,53,53,111,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8371,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,199,-42,-100,1,0,0,response5disk,,3,-7,-10,1,0,0,rectangle,-7,-10,1,0,0,,,,,,,-7,-10,1,0,0,,0,54,54,29,1,
,,,,,,,,,,,,,FF,,,,,,,,0.903,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,815,73,-111,1,0,0,response3disk,,4,38,-17,1,0,0,rectangle,38,-17,1,0,0,,,,,,,38,-17,1,0,0,,0,55,55,105,1,
,,,,,,,,,,,,,FF,,,,,,,,1.053,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1721,67,101,1,0,0,response1disk,,7,-1,-9,1,0,0,rectangle,-1,-9,1,0,0,,,,,,,-1,-9,1,0,0,,0,56,56,107,1,
,,,,,,,,,,,,,FF,,,,,,,,2.2472,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,278,-84,-106,1,0,0,response5disk,,3,-4,3,1,0,0,rectangle,-4,3,1,0,0,,,,,,,-4,3,1,0,0,,0,57,57,151,1,
,,,,,,,,,,,,,FF,,,,,,,,1.3538,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1853,140,-56,1,0,0,response3disk,,5,33,-9,1,0,0,rectangle,33,-9,1,0,0,,,,,,,33,-9,1,0,0,,0,58,58,157,1,
,,,,,,,,,,,,,FF,,,,,,,,0.6671,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,488,73,-145,1,0,0,response3disk,,4,-12,-1,1,0,0,rectangle,-12,-1,1,0,0,,,,,,,-12,-1,1,0,0,,0,59,59,70,1,
,,,,,,,,,,,,,FF,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,106,-50,-135,1,0,0,response5disk,,3,-32,-1,1,0,0,rectangle,-32,-1,1,0,0,,,,,,,-32,-1,1,0,0,,0,60,60,72,1,
,,,,,,,,,,,,,FF,,,,,,,,0.5665,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1931,126,61,1,0,0,response1disk,,6,-1,1,1,0,0,rectangle,-1,1,1,0,0,,,,,,,-1,1,1,0,0,,0,61,61,109,1,
,,,,,,,,,,,,,FF,,,,,,,,1.3838,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,156,109,-153,1,0,0,response3disk,,4,-29,-2,1,0,0,rectangle,-29,-2,1,0,0,,,,,,,-29,-2,1,0,0,,0,62,62,150,1,
,,,,,,,,,,,,,FF,,,,,,,,1.1668,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,467,90,-47,1,0,0,response3disk,,5,7,-3,1,0,0,rectangle,7,-3,1,0,0,,,,,,,7,-3,1,0,0,,0,63,63,24,1,
,,,,,,,,,,,,,FF,,,,,,,,1.6138,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3974,-49,-138,1,0,0,response5disk,,3,-15,0,1,0,0,rectangle,-15,0,1,0,0,,,,,,,-15,0,1,0,0,,0,64,64,8,1,
,,,,,,,,,,,,,FF,,,,,,,,18.6833,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1379,70,-146,1,0,0,response3disk,,4,-14,19,1,0,0,rectangle,-14,19,1,0,0,,,,,,,-14,19,1,0,0,,0,65,65,134,1,
,,,,,,,,,,,,,FF,,,,,,,,1.1164,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2360,-142,-53,1,0,0,response5disk,,2,-27,0,1,0,0,rectangle,-27,0,1,0,0,,,,,,,-27,0,1,0,0,,0,66,66,25,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8335,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1173,117,-62,1,0,0,response3disk,,5,24,-2,1,0,0,rectangle,24,-2,1,0,0,,,,,,,24,-2,1,0,0,,0,67,67,18,1,
,,,,,,,,,,,,,FF,,,,,,,,1.2618,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1525,72,-139,1,0,0,response3disk,,4,-11,3,1,0,0,rectangle,-11,3,1,0,0,,,,,,,-11,3,1,0,0,,0,68,68,154,1,
,,,,,,,,,,,,,FF,,,,,,,,1.1501,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3394,116,-65,1,0,0,response3disk,,5,6,3,1,0,0,rectangle,6,3,1,0,0,,,,,,,6,3,1,0,0,,0,69,69,103,1,
,,,,,,,,,,,,,FF,,,,,,,,1.0668,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1270,130,44,1,0,0,response1disk,,6,-37,-5,1,0,0,rectangle,-37,-5,1,0,0,,,,,,,-37,-5,1,0,0,,0,70,70,127,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8834,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2588,60,117,1,0,0,response1disk,,7,-22,-10,1,0,0,rectangle,-22,-10,1,0,0,,,,,,,-22,-10,1,0,0,,0,71,71,33,1,
,,,,,,,,,,,,,FF,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3,62,-116,1,0,0,response3disk,,4,0,-3,1,0,0,rectangle,0,-3,1,0,0,,,,,,,0,-3,1,0,0,,0,72,72,6,1,
,,,,,,,,,,,,,FF,,,,,,,,1.5341,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3338,72,-104,1,0,0,response3disk,,4,2,-11,1,0,0,rectangle,2,-11,1,0,0,,,,,,,2,-11,1,0,0,,0,73,73,17,1,
,,,,,,,,,,,,,FF,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,303,133,64,1,0,0,response1disk,,6,4,-11,1,0,0,rectangle,4,-11,1,0,0,,,,,,,4,-11,1,0,0,,0,74,74,32,1,
,,,,,,,,,,,,,FF,,,,,,,,1.803,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3699,132,61,1,0,0,response1disk,,6,-8,-1,1,0,0,rectangle,-8,-1,1,0,0,,,,,,,-8,-1,1,0,0,,0,75,75,83,1,
,,,,,,,,,,,,,FF,,,,,,,,1.053,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1603,-110,-65,1,0,0,response5disk,,2,-1,-17,1,0,0,rectangle,-1,-17,1,0,0,,,,,,,-1,-17,1,0,0,,0,76,76,87,1,
,,,,,,,,,,,,,FF,,,,,,,,1.037,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1038,-40,-113,1,0,0,response5disk,,3,-17,-13,1,0,0,rectangle,-41,93,1,0,0,response7disk_3,TRUE,0,0,"[78,220,32,192,1,31,140,144,202,285,107,39,291,226,52,210,0,102,120,224]",1.214,15,-18,1,0,0,rectangle,0,77,77,95,1,
,,,,,,,,,,,,,FF,,,,,,,,1.3198,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,4171,52,-110,1,0,0,response3disk,,4,-21,-2,1,0,0,rectangle,-21,-2,1,0,0,,,,,,,-21,-2,1,0,0,,0,78,78,3,1,
,,,,,,,,,,,,,FF,,,,,,,,1.5166,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3322,109,-58,1,0,0,response3disk,,5,-12,3,1,0,0,rectangle,-12,3,1,0,0,,,,,,,-12,3,1,0,0,,0,79,79,52,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8535,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2776,-29,-96,1,0,0,response5disk,,3,-12,-18,1,0,0,rectangle,-12,-18,1,0,0,,,,,,,-12,-18,1,0,0,,0,80,80,118,1,
,,,,,,,,,,,,,FF,,,,,,,,0.6501,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2269,104,39,1,0,0,response1disk,,6,5,7,1,0,0,rectangle,5,7,1,0,0,,,,,,,5,7,1,0,0,,0,81,81,75,1,
,,,,,,,,,,,,,FF,,,,,,,,1.0168,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,603,114,-62,1,0,0,response3disk,,5,-13,-4,1,0,0,rectangle,-13,-4,1,0,0,,,,,,,-13,-4,1,0,0,,0,82,82,100,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8865,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2029,55,-109,1,0,0,response3disk,,4,-11,11,1,0,0,rectangle,-11,11,1,0,0,,,,,,,-11,11,1,0,0,,0,83,83,36,1,
,,,,,,,,,,,,,FF,,,,,,,,1.5031,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2676,56,-90,1,0,0,response3disk,,4,12,-13,1,0,0,rectangle,12,-13,1,0,0,,,,,,,12,-13,1,0,0,,0,84,84,40,1,
,,,,,,,,,,,,,FF,,,,,,,,0.7501,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3134,105,-49,1,0,0,response3disk,,5,41,0,1,0,0,rectangle,41,0,1,0,0,,,,,,,41,0,1,0,0,,0,85,85,64,1,
,,,,,,,,,,,,,FF,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,625,109,44,1,0,0,response1disk,,6,-9,1,1,0,0,rectangle,-9,1,1,0,0,,,,,,,-9,1,1,0,0,,0,86,86,123,1,
,,,,,,,,,,,,,FF,,,,,,,,0.9198,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3521,113,53,1,0,0,response1disk,,6,-6,10,1,0,0,rectangle,-6,10,1,0,0,,,,,,,-6,10,1,0,0,,0,87,87,76,1,
,,,,,,,,,,,,,FF,,,,,,,,0.6366,,,,,,,,,,,,,,,,,,,,,,60e03b0a759b4850df25f739,60e57d40bffb5052504da600,2021-07-07_13h25.40.389,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,4136,137,41,1,0,0,response1disk,,6,22,-6,1,0,0,rectangle,22,-6,1,0,0,,,,,,,22,-6,1,0,0,,0,88,88,86,1,
