key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,mouse_7.clicked_name,catchpracsimilarity,catch_response_time,catchnumberprac,catchtrialorderprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,catchornah,catchsimilarity,catchnumber,catchtrialorder,catchRT,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1
,,,,,,,,,,,,,FF,,,,,,,,2.3955,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1693,-43,-86,1,0,0,response5disk,,3,6,-8,1,0,0,rectangle,6,-8,1,0,0,,,,,,,6,-8,1,0,0,,0,36,36,111,1,
,,,,,,,,,,,,,FF,,,,,,,,1.368,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,4074,81,41,1,0,0,response1disk,,6,2,-6,1,0,0,rectangle,2,-6,1,0,0,,,,,,,2,-6,1,0,0,,0,37,37,129,1,
,,,,,,,,,,,,,FF,,,,,,,,4.3615,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,848,112,-44,1,0,0,response3disk,,5,18,-1,1,0,0,rectangle,18,-1,1,0,0,,,,,,,18,-1,1,0,0,,0,38,38,13,1,
,,,,,,,,,,,,,FF,,,,,,,,1.8958,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1277,79,60,1,0,0,response1disk,,6,-29,2,1,0,0,rectangle,-29,2,1,0,0,,,,,,,-29,2,1,0,0,,0,39,39,132,1,
,,,,,,,,,,,,,FF,,,,,,,,3.3892,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2651,144,48,1,0,0,response1disk,,6,-26,11,1,0,0,rectangle,-26,11,1,0,0,,,,,,,-26,11,1,0,0,,0,40,40,95,1,
,,,,,,,,,,,,,FF,,,,,,,,1.1875,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3715,-69,-91,1,0,0,response5disk,,3,-9,-1,1,0,0,rectangle,-9,-1,1,0,0,,,,,,,-9,-1,1,0,0,,0,41,41,115,1,
,,,,,,,,,,,,,FF,,,,,,,,1.1737,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3080,32,-87,1,0,0,response3disk,,4,-6,5,1,0,0,rectangle,-6,5,1,0,0,,,,,,,-6,5,1,0,0,,0,42,42,122,1,
,,,,,,,,,,,,,FF,,,,,,,,1.4375,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3320,91,42,1,0,0,response1disk,,6,2,-10,1,0,0,rectangle,2,-10,1,0,0,,,,,,,2,-10,1,0,0,,0,43,43,159,1,
,,,,,,,,,,,,,FF,,,,,,,,1.3196,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,563,86,-56,1,0,0,response3disk,,5,12,1,1,0,0,rectangle,12,1,1,0,0,,,,,,,12,1,1,0,0,,0,44,44,155,1,
,,,,,,,,,,,,,FF,,,,,,,,1.8683,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1979,54,-81,1,0,0,response3disk,,4,16,-9,1,0,0,rectangle,43,-102,1,0,0,response3disk_3,TRUE,4,4,"[138,46,254,284,241,254,282,119,274,157,24,258,137,74,15,183,60,220,104,1]",1.4862,-1,12,1,0,0,rectangle,0,45,45,83,1,
,,,,,,,,,,,,,FF,,,,,,,,1.5479,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1142,94,-54,1,0,0,response3disk,,5,-18,-4,1,0,0,rectangle,-18,-4,1,0,0,,,,,,,-18,-4,1,0,0,,0,46,46,72,1,
,,,,,,,,,,,,,FF,,,,,,,,1.4512,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2,-103,-74,1,0,0,response5disk,,2,0,5,1,0,0,rectangle,0,5,1,0,0,,,,,,,0,5,1,0,0,,0,47,47,102,1,
,,,,,,,,,,,,,FF,,,,,,,,1.0973,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2244,-37,-106,1,0,0,response5disk,,3,6,-12,1,0,0,rectangle,6,-12,1,0,0,,,,,,,6,-12,1,0,0,,0,48,48,113,1,
,,,,,,,,,,,,,FF,,,,,,,,1.007,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1685,-44,-101,1,0,0,response5disk,,3,-6,-14,1,0,0,rectangle,-6,-14,1,0,0,,,,,,,-6,-14,1,0,0,,0,49,49,26,1,
,,,,,,,,,,,,,FF,,,,,,,,0.889,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2661,-104,-51,1,0,0,response5disk,,2,-17,1,1,0,0,rectangle,-17,1,1,0,0,,,,,,,-17,1,1,0,0,,0,50,50,38,1,
,,,,,,,,,,,,,FF,,,,,,,,1.1182,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1177,94,-59,1,0,0,response3disk,,5,-6,-10,1,0,0,rectangle,-6,-10,1,0,0,,,,,,,-6,-10,1,0,0,,0,51,51,88,1,
,,,,,,,,,,,,,FF,,,,,,,,1.0069,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2294,-40,-86,1,0,0,response5disk,,3,3,-3,1,0,0,rectangle,3,-3,1,0,0,,,,,,,3,-3,1,0,0,,0,52,52,138,1,
,,,,,,,,,,,,,FF,,,,,,,,0.7499,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2528,62,118,1,0,0,response1disk,,7,8,-2,1,0,0,rectangle,8,-2,1,0,0,,,,,,,8,-2,1,0,0,,0,53,53,59,1,
,,,,,,,,,,,,,FF,,,,,,,,1.9861,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2867,70,109,1,0,0,response1disk,,7,10,-15,1,0,0,rectangle,10,-15,1,0,0,,,,,,,10,-15,1,0,0,,0,54,54,98,1,
,,,,,,,,,,,,,FF,,,,,,,,1.0554,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,44,82,-32,1,0,0,response3disk,,5,-26,4,1,0,0,rectangle,-26,4,1,0,0,,,,,,,-26,4,1,0,0,,0,55,55,107,1,
,,,,,,,,,,,,,FF,,,,,,,,1.3613,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,111,108,38,1,0,0,response1disk,,6,-3,-9,1,0,0,rectangle,-3,-9,1,0,0,,,,,,,-3,-9,1,0,0,,0,56,56,82,1,
,,,,,,,,,,,,,FF,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2035,-39,-99,1,0,0,response5disk,,3,13,2,1,0,0,rectangle,13,2,1,0,0,,,,,,,13,2,1,0,0,,0,57,57,42,1,
,,,,,,,,,,,,,FF,,,,,,,,1.0413,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,530,-88,36,1,0,0,response7disk,,1,8,8,1,0,0,rectangle,8,8,1,0,0,,,,,,,8,8,1,0,0,,0,58,58,127,1,
,,,,,,,,,,,,,FF,,,,,,,,0.987,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,318,103,-39,1,0,0,response3disk,,5,-8,-1,1,0,0,rectangle,-51,-101,1,0,0,response5disk_3,TRUE,3,3,"[138,46,254,284,241,254,282,119,274,157,24,258,137,74,15,183,60,220,104,1]",1.8619,2,-8,1,0,0,rectangle,0,59,59,37,1,
,,,,,,,,,,,,,FF,,,,,,,,1.1329,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1689,-51,-102,1,0,0,response5disk,,3,-10,-10,1,0,0,rectangle,-10,-10,1,0,0,,,,,,,-10,-10,1,0,0,,0,60,60,65,1,
,,,,,,,,,,,,,FF,,,,,,,,3.3478,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1842,110,30,1,0,0,response1disk,,6,-23,2,1,0,0,rectangle,-23,2,1,0,0,,,,,,,-23,2,1,0,0,,0,61,61,35,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8681,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2954,-39,-79,1,0,0,response5disk,,3,4,-8,1,0,0,rectangle,4,-8,1,0,0,,,,,,,4,-8,1,0,0,,0,62,62,6,1,
,,,,,,,,,,,,,FF,,,,,,,,3.3064,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2751,75,114,1,0,0,response1disk,,7,-6,6,1,0,0,rectangle,-6,6,1,0,0,,,,,,,-6,6,1,0,0,,0,63,63,3,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8118,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2732,-45,-79,1,0,0,response5disk,,3,-3,-8,1,0,0,rectangle,-3,-8,1,0,0,,,,,,,-3,-8,1,0,0,,0,64,64,19,1,
,,,,,,,,,,,,,FF,,,,,,,,2.257,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,406,89,52,1,0,0,response1disk,,6,-9,12,1,0,0,rectangle,-9,12,1,0,0,,,,,,,-9,12,1,0,0,,0,65,65,27,1,
,,,,,,,,,,,,,FF,,,,,,,,0.7846,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,4011,54,94,1,0,0,response1disk,,7,-3,9,1,0,0,rectangle,-3,9,1,0,0,,,,,,,-3,9,1,0,0,,0,66,66,57,1,
,,,,,,,,,,,,,FF,,,,,,,,1.3058,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3115,64,-92,1,0,0,response3disk,,4,32,2,1,0,0,rectangle,32,2,1,0,0,,,,,,,32,2,1,0,0,,0,67,67,84,1,
,,,,,,,,,,,,,FF,,,,,,,,1.3264,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2275,85,-58,1,0,0,response3disk,,5,-16,-3,1,0,0,rectangle,-16,-3,1,0,0,,,,,,,-16,-3,1,0,0,,0,68,68,77,1,
,,,,,,,,,,,,,FF,,,,,,,,1.4373,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,20,92,32,1,0,0,response1disk,,6,18,0,1,0,0,rectangle,18,0,1,0,0,,,,,,,18,0,1,0,0,,0,69,69,93,1,
,,,,,,,,,,,,,FF,,,,,,,,1.1946,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1798,101,44,1,0,0,response1disk,,6,14,2,1,0,0,rectangle,14,2,1,0,0,,,,,,,14,2,1,0,0,,0,70,70,112,1,
,,,,,,,,,,,,,FF,,,,,,,,0.854,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,967,36,86,1,0,0,response1disk,,7,4,6,1,0,0,rectangle,4,6,1,0,0,,,,,,,4,6,1,0,0,,0,71,71,16,1,
,,,,,,,,,,,,,FF,,,,,,,,1.493,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2855,50,-88,1,0,0,response3disk,,4,-5,0,1,0,0,rectangle,-5,0,1,0,0,,,,,,,-5,0,1,0,0,,0,72,72,52,1,
,,,,,,,,,,,,,FF,,,,,,,,1.3057,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,280,-71,-97,1,0,0,response5disk,,3,-11,-5,1,0,0,rectangle,-54,-98,1,0,0,response5disk_3,TRUE,3,3,"[138,46,254,284,241,254,282,119,274,157,24,258,137,74,15,183,60,220,104,1]",1.4178,-2,-8,1,0,0,rectangle,0,73,73,135,1,
,,,,,,,,,,,,,FF,,,,,,,,2.0207,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,506,60,107,1,0,0,response1disk,,7,8,3,1,0,0,rectangle,8,3,1,0,0,,,,,,,8,3,1,0,0,,0,74,74,76,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8194,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2724,-122,-57,1,0,0,response5disk,,2,10,3,1,0,0,rectangle,10,3,1,0,0,,,,,,,10,3,1,0,0,,0,75,75,11,1,
,,,,,,,,,,,,,FF,,,,,,,,1.3399,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2967,50,78,1,0,0,response1disk,,7,-1,8,1,0,0,rectangle,-1,8,1,0,0,,,,,,,-1,8,1,0,0,,0,76,76,119,1,
,,,,,,,,,,,,,FF,,,,,,,,1.3145,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1945,80,49,1,0,0,response1disk,,6,-14,-8,1,0,0,rectangle,-14,-8,1,0,0,,,,,,,-14,-8,1,0,0,,0,77,77,85,1,
,,,,,,,,,,,,,FF,,,,,,,,3.2988,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,727,50,-101,1,0,0,response3disk,,4,-19,2,1,0,0,rectangle,-19,2,1,0,0,,,,,,,-19,2,1,0,0,,0,78,78,97,1,
,,,,,,,,,,,,,FF,,,,,,,,1.4789,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,652,80,-50,1,0,0,response3disk,,5,-18,-5,1,0,0,rectangle,-18,-5,1,0,0,,,,,,,-18,-5,1,0,0,,0,79,79,94,1,
,,,,,,,,,,,,,FF,,,,,,,,1.2084,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2393,80,64,1,0,0,response1disk,,6,4,2,1,0,0,rectangle,4,2,1,0,0,,,,,,,4,2,1,0,0,,0,80,80,158,1,
,,,,,,,,,,,,,FF,,,,,,,,1.9933,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3227,45,83,1,0,0,response1disk,,7,-26,-15,1,0,0,rectangle,-26,-15,1,0,0,,,,,,,-26,-15,1,0,0,,0,81,81,58,1,
,,,,,,,,,,,,,FF,,,,,,,,1.1667,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3757,-52,-108,1,0,0,response5disk,,3,-5,-5,1,0,0,rectangle,-5,-5,1,0,0,,,,,,,-5,-5,1,0,0,,0,82,82,78,1,
,,,,,,,,,,,,,FF,,,,,,,,0.9304,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,4353,-126,-35,1,0,0,response5disk,,2,-24,17,1,0,0,rectangle,-24,17,1,0,0,,,,,,,-24,17,1,0,0,,0,83,83,133,1,
,,,,,,,,,,,,,FF,,,,,,,,0.8328,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2861,106,-45,1,0,0,response3disk,,5,29,14,1,0,0,rectangle,29,14,1,0,0,,,,,,,29,14,1,0,0,,0,84,84,63,1,
,,,,,,,,,,,,,FF,,,,,,,,1.6667,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1765,48,-88,1,0,0,response3disk,,4,15,7,1,0,0,rectangle,15,7,1,0,0,,,,,,,15,7,1,0,0,,0,85,85,116,1,
,,,,,,,,,,,,,FF,,,,,,,,2.0205,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,1995,76,53,1,0,0,response1disk,,6,-15,-1,1,0,0,rectangle,-15,-1,1,0,0,,,,,,,-15,-1,1,0,0,,0,86,86,153,1,
,,,,,,,,,,,,,FF,,,,,,,,0.9929,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,202,46,100,1,0,0,response1disk,,7,0,-7,1,0,0,rectangle,0,-7,1,0,0,,,,,,,0,-7,1,0,0,,0,87,87,144,1,
,,,,,,,,,,,,,FF,,,,,,,,1.4308,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,3741,-120,57,1,0,0,response7disk,,1,5,-1,1,0,0,rectangle,5,-1,1,0,0,,,,,,,5,-1,1,0,0,,0,88,88,15,1,
,,,,,,,,,,,,,FF,,,,,,,,1.8821,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,2185,108,51,1,0,0,response1disk,,6,27,-18,1,0,0,rectangle,27,-18,1,0,0,,,,,,,27,-18,1,0,0,,0,89,89,46,1,
,,,,,,,,,,,,,FF,,,,,,,,0.9305,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,4143,-109,-41,1,0,0,response5disk,,2,37,13,1,0,0,rectangle,37,13,1,0,0,,,,,,,37,13,1,0,0,,0,90,90,87,1,
,,,,,,,,,,,,,FF,,,,,,,,1.0486,,,,,,,,,,,,,,,,,,,,,,60da905f8fa5374e57b4ad71,60e57f8a3d2776f571787c24,2021-07-07_12h20.35.835,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60e52e7cfedb1dae636df45f,,,,,,,,,148,51,-98,1,0,0,response3disk,,4,0,0,1,0,0,rectangle,0,0,1,0,0,,,,,,,0,0,1,0,0,,0,91,91,44,1,
