key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,mouse_7.clicked_name,catchpracsimilarity,catch_response_time,catchnumberprac,catchtrialorderprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1,mouse_3.clicked_name,catchornah,catchsimilarity,catchnumber,catchtrialorder,catchRT,mouse_11.clicked_name,,id
,,,,,,,,,,,,,FF,,,,,,,,0.2987,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2288,14.40001166,-40.00000703,1,0,0,response3disk,,4,8.000011563,-10.40000659,1,0,0,rectangle,8.000011563,-10.40000659,1,0,0,8.000011563,-10.40000659,1,0,0,1,55,215,125,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7652,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1290,-44.79998922,54.39999437,1,0,0,response7disk,,0,-0.799988568,1.599993587,1,0,0,rectangle,-0.799988568,1.599993587,1,0,0,-0.799988568,1.599993587,1,0,0,1,56,216,144,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5622,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,4107,-52.79998934,22.3999939,1,0,0,response7disk,,1,-23.1999889,-6.44E-06,1,0,0,rectangle,-23.1999889,-6.44E-06,1,0,0,-23.1999889,-6.44E-06,1,0,0,1,57,217,117,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4394,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1036,39.20001203,-27.20000684,1,0,0,response3disk,,5,-7.999988675,3.19999361,1,0,0,rectangle,-7.999988675,3.19999361,1,0,0,-7.999988675,3.19999361,1,0,0,1,58,218,104,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4582,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,555,-33.59998906,-31.2000069,1,0,0,response5disk,,2,-8.799988687,-7.200006545,1,0,0,rectangle,-8.799988687,-7.200006545,1,0,0,-8.799988687,-7.200006545,1,0,0,1,59,219,38,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.3262,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1508,77.6000126,-28.80000687,1,0,0,response3disk,,5,-29.599989,3.999993622,1,0,0,rectangle,-29.599989,3.999993622,1,0,0,-29.599989,3.999993622,1,0,0,1,60,220,36,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.2663,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1648,-55.19998938,-29.60000688,1,0,0,response5disk,,2,-3.199988604,-4.000006497,1,0,0,rectangle,-3.199988604,-4.000006497,1,0,0,-3.199988604,-4.000006497,1,0,0,1,61,221,83,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.6979,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,4323,-28.79998899,-62.40000737,1,0,0,response5disk,,3,0.800011456,4.799993634,1,0,0,rectangle,0.800011456,4.799993634,1,0,0,0.800011456,4.799993634,1,0,0,1,62,222,124,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5684,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3381,-55.99998939,61.59999448,1,0,0,response7disk,,0,-20.79998887,-0.800006449,1,0,0,rectangle,-20.79998887,-0.800006449,1,0,0,-20.79998887,-0.800006449,1,0,0,1,63,223,80,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4862,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2524,-47.19998926,25.59999394,1,0,0,response7disk,,1,-28.79998899,15.19999379,1,0,0,rectangle,-28.79998899,15.19999379,1,0,0,-28.79998899,15.19999379,1,0,0,1,64,224,115,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4797,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2846,-51.19998932,-28.80000687,1,0,0,response5disk,,2,-15.99998879,-3.200006485,1,0,0,rectangle,-15.99998879,-3.200006485,1,0,0,-15.99998879,-3.200006485,1,0,0,1,65,225,143,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5432,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1695,-23.1999889,-52.80000722,1,0,0,response5disk,,3,-13.59998876,-9.60000658,1,0,0,rectangle,-13.59998876,-9.60000658,1,0,0,-13.59998876,-9.60000658,1,0,0,1,66,226,5,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5562,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,4217,-78.3999409,31.19996961,1,0,0,response7disk,,1,-31.99998903,1.599993587,1,0,0,rectangle,-31.99998903,1.599993587,1,0,0,-31.99998903,1.599993587,1,0,0,1,67,227,127,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5413,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3493,80.00001264,-41.60000706,1,0,0,response3disk,,5,-7.199988663,-4.000006497,1,0,0,rectangle,-7.199988663,-4.000006497,1,0,0,-7.199988663,-4.000006497,1,0,0,1,68,228,110,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5838,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1588,-51.19998932,42.39999419,1,0,0,response7disk,,1,-8.799988687,6.399993658,1,0,0,rectangle,-8.799988687,6.399993658,1,0,0,-8.799988687,6.399993658,1,0,0,1,69,229,45,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9516,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1944,20.00001174,-70.40000749,1,0,0,response3disk,,4,-10.39993988,-13.60000664,1,0,0,rectangle,-10.39993988,-13.60000664,1,0,0,-10.39993988,-13.60000664,1,0,0,1,70,230,112,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7401,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1743,-44.79998922,56.79999441,1,0,0,response7disk,,0,-20.79998887,-4.800006509,1,0,0,rectangle,-20.79998887,-4.800006509,1,0,0,-20.79998887,-4.800006509,1,0,0,1,71,231,14,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.8538,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3805,-29.599989,-45.60000712,1,0,0,response5disk,,3,-22.39994006,2.399993598,1,0,0,rectangle,-22.39994006,2.399993598,1,0,0,-22.39994006,2.399993598,1,0,0,1,72,232,1,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4061,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3871,-46.39994042,-26.40000683,1,0,0,response5disk,,2,-33.59998906,-4.000006497,1,0,0,rectangle,-33.59998906,-4.000006497,1,0,0,-33.59998906,-4.000006497,1,0,0,1,73,233,106,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.653,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,228,-42.39994036,23.99999392,1,0,0,response7disk,,1,-25.59998894,3.19999361,1,0,0,rectangle,-25.59998894,3.19999361,1,0,0,-25.59998894,3.19999361,1,0,0,1,74,234,63,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.2576,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3139,-48.79998928,-24.80000681,1,0,0,response5disk,,2,-27.99998897,-9.60000658,1,0,0,rectangle,-27.99998897,-9.60000658,1,0,0,-27.99998897,-9.60000658,1,0,0,1,75,235,42,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.783,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,604,-48.79998928,-16.00000668,1,0,0,response5disk,,2,-8.799988687,-1.600006461,1,0,0,rectangle,-8.799988687,-1.600006461,1,0,0,-8.799988687,-1.600006461,1,0,0,1,76,236,148,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.3929,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2672,-22.39994006,-50.40000719,1,0,0,response5disk,,3,4.800011516,-16.00000668,1,0,0,rectangle,4.800011516,-16.00000668,1,0,0,4.800011516,-16.00000668,1,0,0,1,77,237,13,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4167,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1104,-71.19998962,28.79999399,1,0,0,response7disk,,1,-30.39994018,-4.000006497,1,0,0,rectangle,-30.39994018,-4.000006497,1,0,0,-30.39994018,-4.000006497,1,0,0,1,78,238,31,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.528,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3679,-36.7999891,-36.00000697,1,0,0,response5disk,,2,-15.19998878,-16.80000669,1,0,0,rectangle,-61.59998947,48.79999429,1,0,0,-22.39994006,7.19999367,1,0,0,1,79,239,40,1,,response7disk_3,TRUE,1,1,"[21,309,118,265,116,296,246,55,29,240,62,304,16,177,91,258,185,62,33,136]",1.0144,rectangle,,
,,,,,,,,,,,,,FF,,,,,,,,0.8902,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3616,-27.19998896,-59.20000732,1,0,0,response5disk,,3,17.60006053,6.399993658,1,0,0,rectangle,17.60006053,6.399993658,1,0,0,17.60006053,6.399993658,1,0,0,1,80,240,17,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.8544,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,4170,-83.1999898,45.59999424,1,0,0,response7disk,,1,-38.3999403,14.39999378,1,0,0,rectangle,-38.3999403,14.39999378,1,0,0,-38.3999403,14.39999378,1,0,0,1,81,241,135,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4101,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1226,-60.79998946,34.39999408,1,0,0,response7disk,,1,-28.79998899,4.799993634,1,0,0,rectangle,-28.79998899,4.799993634,1,0,0,-28.79998899,4.799993634,1,0,0,1,82,242,86,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.8745,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1881,51.20001221,-90.40000778,1,0,0,response3disk,,4,-31.19998902,2.399993598,1,0,0,rectangle,-31.19998902,2.399993598,1,0,0,-31.19998902,2.399993598,1,0,0,1,83,243,2,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5416,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1651,-47.19998926,-24.00000679,1,0,0,response5disk,,2,-3.999988616,-3.200006485,1,0,0,rectangle,-3.999988616,-3.200006485,1,0,0,-3.999988616,-3.200006485,1,0,0,1,84,244,7,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7986,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3575,68.00001246,-32.00000691,1,0,0,response3disk,,5,-27.19998896,-4.800006509,1,0,0,rectangle,73.60001254,34.39999408,1,0,0,29.60006071,16.79999381,1,0,0,1,85,245,37,1,,response1disk_3,TRUE,6,6,"[21,309,118,265,116,296,246,55,29,240,62,304,16,177,91,258,185,62,33,136]",1.0481,rectangle,,
,,,,,,,,,,,,,FF,,,,,,,,1.0351,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3197,-57.59998941,28.79999399,1,0,0,response7disk,,1,-20.79998887,-6.44E-06,1,0,0,rectangle,-20.79998887,-6.44E-06,1,0,0,-20.79998887,-6.44E-06,1,0,0,1,86,246,21,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.1036,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3287,-54.39994054,-34.40000695,1,0,0,response5disk,,2,12.80001163,4.799993634,1,0,0,rectangle,12.80001163,4.799993634,1,0,0,12.80001163,4.799993634,1,0,0,1,87,247,79,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5416,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3863,36.80001199,-64.00000739,1,0,0,response3disk,,4,-26.39994012,2.399993598,1,0,0,rectangle,-26.39994012,2.399993598,1,0,0,-26.39994012,2.399993598,1,0,0,1,88,248,147,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9693,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2711,68.80001247,23.19996949,1,0,0,response1disk,,6,32.80001193,10.39999372,1,0,0,rectangle,32.80001193,10.39999372,1,0,0,32.80001193,10.39999372,1,0,0,1,89,249,16,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.3889,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,873,-56.7999894,-41.60000706,1,0,0,response5disk,,2,-11.99998873,-10.40000659,1,0,0,rectangle,-11.99998873,-10.40000659,1,0,0,-11.99998873,-10.40000659,1,0,0,1,90,250,12,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.6041,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1182,56.80001229,-22.40000677,1,0,0,response3disk,,5,20.00001174,6.399993658,1,0,0,rectangle,20.00001174,6.399993658,1,0,0,20.00001174,6.399993658,1,0,0,1,91,251,99,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5834,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,4021,-66.39994072,24.79999393,1,0,0,response7disk,,1,-15.19998878,3.999993622,1,0,0,rectangle,-15.19998878,3.999993622,1,0,0,-15.19998878,3.999993622,1,0,0,1,92,252,98,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9515,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3694,-36.7999891,-73.60000753,1,0,0,response5disk,,3,-15.99998879,-9.60000658,1,0,0,rectangle,-15.99998879,-9.60000658,1,0,0,-15.99998879,-9.60000658,1,0,0,1,93,253,74,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0679,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1992,19.20001173,-89.6000566,1,0,0,response3disk,,4,-2.399939764,3.999993622,1,0,0,rectangle,-2.399939764,3.999993622,1,0,0,-2.399939764,3.999993622,1,0,0,1,94,254,6,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.7821,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2168,92.00001281,-42.40000707,1,0,0,response3disk,,5,4.800011516,-3.200006485,1,0,0,rectangle,4.800011516,-3.200006485,1,0,0,4.800011516,-3.200006485,1,0,0,1,95,255,75,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9654,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,4000,-66.39994072,-36.80000699,1,0,0,response5disk,,2,-15.19998878,-3.200006485,1,0,0,rectangle,-15.19998878,-3.200006485,1,0,0,-15.19998878,-3.200006485,1,0,0,1,96,256,51,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9653,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2647,-69.59998959,15.19999379,1,0,0,response7disk,,1,-37.59998912,-4.000006497,1,0,0,rectangle,-35.99998909,-80.00000763,1,0,0,-10.39993988,-9.60000658,1,0,0,1,97,257,150,1,,response5disk_3,TRUE,3,3,"[21,309,118,265,116,296,246,55,29,240,62,304,16,177,91,258,185,62,33,136]",1.3402,rectangle,,
,,,,,,,,,,,,,FF,,,,,,,,0.4589,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1237,39.20001203,-56.00000727,1,0,0,response3disk,,4,16.80001169,-6.44E-06,1,0,0,rectangle,16.80001169,-6.44E-06,1,0,0,16.80001169,-6.44E-06,1,0,0,1,98,258,54,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,2.5016,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3522,-57.59998941,-60.00000733,1,0,0,response5disk,,3,1.14E-05,7.999993682,1,0,0,rectangle,1.14E-05,7.999993682,1,0,0,1.14E-05,7.999993682,1,0,0,1,99,259,122,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7494,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,861,-49.5999893,-42.40000707,1,0,0,response5disk,,2,-4.799988627,-14.40000665,1,0,0,rectangle,-4.799988627,-14.40000665,1,0,0,-4.799988627,-14.40000665,1,0,0,1,100,260,131,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.599,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2355,-47.99998927,72.79999465,1,0,0,response7disk,,0,-18.39994,15.9999938,1,0,0,rectangle,-18.39994,15.9999938,1,0,0,-18.39994,15.9999938,1,0,0,1,101,261,140,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.012,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,612,26.40001184,-67.20000744,1,0,0,response3disk,,4,20.80001175,-11.2000066,1,0,0,rectangle,20.80001175,-11.2000066,1,0,0,20.80001175,-11.2000066,1,0,0,1,102,262,33,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.9303,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2299,-73.59998965,-30.40000689,1,0,0,response5disk,,2,-5.599988639,-3.200006485,1,0,0,rectangle,-5.599988639,-3.200006485,1,0,0,-5.599988639,-3.200006485,1,0,0,1,103,263,10,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0661,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2001,34.40001196,-56.80000728,1,0,0,response3disk,,4,15.20001167,-12.80000663,1,0,0,rectangle,-58.3999406,-33.60000694,1,0,0,-15.99998879,-12.00000662,1,0,0,1,104,264,123,1,,response5disk_3,TRUE,2,2,"[21,309,118,265,116,296,246,55,29,240,62,304,16,177,91,258,185,62,33,136]",1.105,rectangle,,
,,,,,,,,,,,,,FF,,,,,,,,1.3473,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1673,28.00001186,-52.00000721,1,0,0,response3disk,,4,11.20001161,-16.00000668,1,0,0,rectangle,11.20001161,-16.00000668,1,0,0,11.20001161,-16.00000668,1,0,0,1,105,265,114,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.7221,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2053,-38.3999403,23.19996949,1,0,0,response7disk,,1,-20.79998887,6.399993658,1,0,0,rectangle,-20.79998887,6.399993658,1,0,0,-20.79998887,6.399993658,1,0,0,1,106,266,61,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.6947,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2427,-43.1999892,-18.40000671,1,0,0,response5disk,,2,-20.79998887,-2.400006473,1,0,0,rectangle,-20.79998887,-2.400006473,1,0,0,-20.79998887,-2.400006473,1,0,0,1,107,267,25,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.5417,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3831,46.40001214,-68.80000746,1,0,0,response3disk,,4,-7.999988675,-5.600006521,1,0,0,rectangle,-7.999988675,-5.600006521,1,0,0,-7.999988675,-5.600006521,1,0,0,1,108,268,23,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.3723,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3484,-35.99998909,-35.20000696,1,0,0,response5disk,,2,-0.799988568,-5.600006521,1,0,0,rectangle,-0.799988568,-5.600006521,1,0,0,-0.799988568,-5.600006521,1,0,0,1,109,269,151,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.8748,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,3826,56.80001229,-34.40000695,1,0,0,response3disk,,5,11.20001161,8.799993694,1,0,0,rectangle,11.20001161,8.799993694,1,0,0,11.20001161,8.799993694,1,0,0,1,110,270,32,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.6807,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,1390,-57.59998941,28.79999399,1,0,0,response7disk,,1,-8.799988687,-16.00000668,1,0,0,rectangle,-8.799988687,-16.00000668,1,0,0,-8.799988687,-16.00000668,1,0,0,1,111,271,62,1,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.4999,,,,,,,,,,,,,,,,,,,,,,,1,2021-07-05_14h25.45.752,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,,,,,,,,,2244,-40.79998916,-27.20000684,1,0,0,response5disk,,2,-3.999988616,-10.40000659,1,0,0,rectangle,-3.999988616,-10.40000659,1,0,0,-3.999988616,-10.40000659,1,0,0,1,112,272,92,1,,,,,,,,,,
