key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.clicked_name,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.clicked_name,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchnumber,catchtrialorder,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1,mouse_3.clicked_name,mouse_11.clicked_name
,,,,,,,,,,,,,FF,,,,,,,,1.252,,,,,,,,,,,,,,,,,,,,,,,,,5c7ceda01d2afc0001f4ad1d,60a7d7fcb29dd492543b156f,2021-05-21_16h56.21.814,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,60a5f9bf14d0aa2821c4bb84,,,2294,-55,-64,1,0,0,response5disk,,3,18,-4,1,0,0,rectangle,18,-4,1,0,0,3,"[183,140,36,124,221,32,235,312,234,71,86,153,229,158,99,265,225,138,149,113]",18,-4,1,0,0,0,18,18,151,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,5c7ceda01d2afc0001f4ad1d,60a7d7fcb29dd492543b156f,2021-05-21_16h56.21.814,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,60a5f9bf14d0aa2821c4bb84,,,3554,27,-81,1,0,0,response3disk,,4,3,-1,1,0,0,rectangle,3,-1,1,0,0,2,"[183,140,36,124,221,32,235,312,234,71,86,153,229,158,99,265,225,138,149,113]",3,-1,1,0,0,0,19,19,69,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.287,,,,,,,,,,,,,,,,,,,,,,,,,5c7ceda01d2afc0001f4ad1d,60a7d7fcb29dd492543b156f,2021-05-21_16h56.21.814,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,60a5f9bf14d0aa2821c4bb84,,,3462,86,-38,1,0,0,response3disk,,5,7,-8,1,0,0,rectangle,7,-8,1,0,0,0,"[183,140,36,124,221,32,235,312,234,71,86,153,229,158,99,265,225,138,149,113]",7,-8,1,0,0,0,20,20,62,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.956,,,,,,,,,,,,,,,,,,,,,,,,,5c7ceda01d2afc0001f4ad1d,60a7d7fcb29dd492543b156f,2021-05-21_16h56.21.814,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,60a5f9bf14d0aa2821c4bb84,,,4071,-45,68,1,0,0,response7disk,,0,4,2,1,0,0,rectangle,4,2,1,0,0,2,"[183,140,36,124,221,32,235,312,234,71,86,153,229,158,99,265,225,138,149,113]",4,2,1,0,0,0,21,21,41,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.554,,,,,,,,,,,,,,,,,,,,,,,,,5c7ceda01d2afc0001f4ad1d,60a7d7fcb29dd492543b156f,2021-05-21_16h56.21.814,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,60a5f9bf14d0aa2821c4bb84,,,3590,30,57,1,0,0,response1disk,,7,6,-9,1,0,0,rectangle,6,-9,1,0,0,6,"[183,140,36,124,221,32,235,312,234,71,86,153,229,158,99,265,225,138,149,113]",6,-9,1,0,0,0,22,22,54,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.689,,,,,,,,,,,,,,,,,,,,,,,,,5c7ceda01d2afc0001f4ad1d,60a7d7fcb29dd492543b156f,2021-05-21_16h56.21.814,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,60a5f9bf14d0aa2821c4bb84,,,712,46,30,1,0,0,response1disk,,6,8,4,1,0,0,rectangle,8,4,1,0,0,1,"[183,140,36,124,221,32,235,312,234,71,86,153,229,158,99,265,225,138,149,113]",8,4,1,0,0,0,23,23,43,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.888,,,,,,,,,,,,,,,,,,,,,,,,,5c7ceda01d2afc0001f4ad1d,60a7d7fcb29dd492543b156f,2021-05-21_16h56.21.814,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,60a5f9bf14d0aa2821c4bb84,,,433,17,-87,1,0,0,response3disk,,4,-6,0,1,0,0,rectangle,-6,0,1,0,0,4,"[183,140,36,124,221,32,235,312,234,71,86,153,229,158,99,265,225,138,149,113]",-6,0,1,0,0,0,24,24,92,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,5c7ceda01d2afc0001f4ad1d,60a7d7fcb29dd492543b156f,2021-05-21_16h56.21.814,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,60a5f9bf14d0aa2821c4bb84,,,307,63,35,1,0,0,response1disk,,6,14,-1,1,0,0,rectangle,14,-1,1,0,0,4,"[183,140,36,124,221,32,235,312,234,71,86,153,229,158,99,265,225,138,149,113]",14,-1,1,0,0,0,25,25,89,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.606,,,,,,,,,,,,,,,,,,,,,,,,,5c7ceda01d2afc0001f4ad1d,60a7d7fcb29dd492543b156f,2021-05-21_16h56.21.814,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,60a5f9bf14d0aa2821c4bb84,,,1482,55,32,1,0,0,response1disk,,6,13,8,1,0,0,rectangle,13,8,1,0,0,1,"[183,140,36,124,221,32,235,312,234,71,86,153,229,158,99,265,225,138,149,113]",13,8,1,0,0,0,26,26,34,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.606,,,,,,,,,,,,,,,,,,,,,,,,,5c7ceda01d2afc0001f4ad1d,60a7d7fcb29dd492543b156f,2021-05-21_16h56.21.814,Simcolourproject_2stim_asymm_v5,2020.2.10,MacIntel,60,60a5f9bf14d0aa2821c4bb84,,,2249,30,-99,1,0,0,response3disk,,4,11,-6,1,0,0,rectangle,11,-6,1,0,0,5,"[183,140,36,124,221,32,235,312,234,71,86,153,229,158,99,265,225,138,149,113]",11,-6,1,0,0,0,27,27,75,1,,,
