key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.clicked_name,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.clicked_name,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchnumber,catchtrialorder,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1,mouse_3.clicked_name,mouse_11.clicked_name
,,,,,,,,,,,,,FF,,,,,,,,2.334155,,,,,,,,,,,,,,,,,,,,,,,,,604dedd2805fe682c5bc51c0,60a7d7fc9c148a64ce779f23,2021-05-21_17h56.54.483,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2524,92.6666885,27.33330307,1,0,0,response1disk,,6,1.333393137,1.999989331,1,0,0,rectangle,1.333393137,1.999989331,1,0,0,2,"[272,115,53,241,263,212,144,266,285,188,279,141,209,142,128,61,319,178,117,288]",1.333393137,1.999989331,1,0,0,0,3,3,142,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.667335,,,,,,,,,,,,,,,,,,,,,,,,,604dedd2805fe682c5bc51c0,60a7d7fc9c148a64ce779f23,2021-05-21_17h56.54.483,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,453,88.0000217,-33.33334506,1,0,0,response3disk,,5,-9.999981225,3.99998939,1,0,0,rectangle,-9.999981225,3.99998939,1,0,0,4,"[272,115,53,241,263,212,144,266,285,188,279,141,209,142,128,61,319,178,117,288]",-9.999981225,3.99998939,1,0,0,0,4,4,133,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.913105,,,,,,,,,,,,,,,,,,,,,,,,,604dedd2805fe682c5bc51c0,60a7d7fc9c148a64ce779f23,2021-05-21_17h56.54.483,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2766,86.66668832,-26.66667819,1,0,0,response3disk,,5,10.00001937,1.999989331,1,0,0,rectangle,10.00001937,1.999989331,1,0,0,5,"[272,115,53,241,263,212,144,266,285,188,279,141,209,142,128,61,319,178,117,288]",10.00001937,1.999989331,1,0,0,0,5,5,151,1,,,
,,,,,,,,,,,,,FF,,,,,,,,3.25026,,,,,,,,,,,,,,,,,,,,,,,,,604dedd2805fe682c5bc51c0,60a7d7fc9c148a64ce779f23,2021-05-21_17h56.54.483,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1573,86.00002164,-24.66667813,1,0,0,response3disk,,5,-3.999981046,11.99998963,1,0,0,rectangle,-3.999981046,11.99998963,1,0,0,3,"[272,115,53,241,263,212,144,266,285,188,279,141,209,142,128,61,319,178,117,288]",-3.999981046,11.99998963,1,0,0,0,6,6,36,1,,,
,,,,,,,,,,,,,FF,,,,,,,,2.27096,,,,,,,,,,,,,,,,,,,,,,,,,604dedd2805fe682c5bc51c0,60a7d7fc9c148a64ce779f23,2021-05-21_17h56.54.483,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,395,49.33335388,-88.00001335,1,0,0,response3disk,,4,4.666685879,-11.3333444,1,0,0,rectangle,4.666685879,-11.3333444,1,0,0,1,"[272,115,53,241,263,212,144,266,285,188,279,141,209,142,128,61,319,178,117,288]",4.666685879,-11.3333444,1,0,0,0,7,7,115,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.729965,,,,,,,,,,,,,,,,,,,,,,,,,604dedd2805fe682c5bc51c0,60a7d7fc9c148a64ce779f23,2021-05-21_17h56.54.483,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2056,80.00002146,-38.66667855,1,0,0,response3disk,,5,5.333393256,-1.07288E-05,1,0,0,rectangle,5.333393256,-1.07288E-05,1,0,0,7,"[272,115,53,241,263,212,144,266,285,188,279,141,209,142,128,61,319,178,117,288]",5.333393256,-1.07288E-05,1,0,0,0,8,8,140,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.81898,,,,,,,,,,,,,,,,,,,,,,,,,604dedd2805fe682c5bc51c0,60a7d7fc9c148a64ce779f23,2021-05-21_17h56.54.483,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1858,39.33339427,-68.00001276,1,0,0,response3disk,,4,6.666685939,-6.000010908,1,0,0,rectangle,6.666685939,-6.000010908,1,0,0,0,"[272,115,53,241,263,212,144,266,285,188,279,141,209,142,128,61,319,178,117,288]",6.666685939,-6.000010908,1,0,0,0,9,9,76,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.829265,,,,,,,,,,,,,,,,,,,,,,,,,604dedd2805fe682c5bc51c0,60a7d7fc9c148a64ce779f23,2021-05-21_17h56.54.483,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2568,43.3333537,-68.66667944,1,0,0,response3disk,,4,10.00001937,5.99998945,1,0,0,rectangle,10.00001937,5.99998945,1,0,0,0,"[272,115,53,241,263,212,144,266,285,188,279,141,209,142,128,61,319,178,117,288]",10.00001937,5.99998945,1,0,0,0,10,10,52,1,,,
,,,,,,,,,,,,,FF,,,,,,,,2.167105,,,,,,,,,,,,,,,,,,,,,,,,,604dedd2805fe682c5bc51c0,60a7d7fc9c148a64ce779f23,2021-05-21_17h56.54.483,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3013,93.33335519,44.66665727,1,0,0,response1disk,,6,2.66668582,7.99998951,1,0,0,rectangle,2.66668582,7.99998951,1,0,0,2,"[272,115,53,241,263,212,144,266,285,188,279,141,209,142,128,61,319,178,117,288]",2.66668582,7.99998951,1,0,0,0,11,11,10,1,,,
,,,,,,,,,,,,,FF,,,,,,,,2.479705,,,,,,,,,,,,,,,,,,,,,,,,,604dedd2805fe682c5bc51c0,60a7d7fc9c148a64ce779f23,2021-05-21_17h56.54.483,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1823,-73.33331645,-38.00001186,1,0,0,response5disk,,6,-3.333314359,-3.333344162,1,0,0,rectangle,-3.333314359,-3.333344162,1,0,0,3,"[272,115,53,241,263,212,144,266,285,188,279,141,209,142,128,61,319,178,117,288]",-3.333314359,-3.333344162,1,0,0,0,12,12,58,1,,,
