key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,mouse_7.clicked_name,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchnumber,catchtrialorder,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1,mouse_3.clicked_name,mouse_11.clicked_name
,,,,,,,,,,,,,FF,,,,,,,,0.548655,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,552,45,144,1,0,0,response1disk,,7,14,8,1,0,0,rectangle,14,8,1,0,0,4,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",14,8,1,0,0,0,13,13,155,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.21532,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,1262,50,134,1,0,0,response1disk,,7,12,-5,1,0,0,rectangle,12,-5,1,0,0,0,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",12,-5,1,0,0,0,14,14,118,1,,,
,,,,,,,,,,,,,FF,,,,,,,,2.890405,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,607,125,54,1,0,0,response1disk,,6,7,3,1,0,0,rectangle,7,3,1,0,0,5,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",7,3,1,0,0,0,15,15,123,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.583385,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,1845,64,170,1,0,0,response1disk,,7,-5,-3,1,0,0,rectangle,-5,-3,1,0,0,3,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",-5,-3,1,0,0,0,16,16,132,1,,,
,,,,,,,,,,,,,FF,,,,,,,,2.257035,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,3472,-106,-47,1,0,0,response5disk,,7,6,-2,1,0,0,rectangle,6,-2,1,0,0,2,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",6,-2,1,0,0,0,17,17,13,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.79865,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,2282,58,130,1,0,0,response1disk,,7,-9,4,1,0,0,rectangle,67,125,1,0,0,7,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",-5,6,1,0,0,0,18,18,116,1,,response1disk_3,rectangle
,,,,,,,,,,,,,FF,,,,,,,,2.84729,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,2448,27,-126,1,0,0,response3disk,,4,10,-13,1,0,0,rectangle,-129,67,1,0,0,1,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",16,-4,1,0,0,0,19,19,136,1,,response7disk_3,rectangle
,,,,,,,,,,,,,FF,,,,,,,,2.85424,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,347,-54,-106,1,0,0,response5disk,,3,-4,0,1,0,0,rectangle,-4,0,1,0,0,5,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",-4,0,1,0,0,0,20,20,137,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.89747,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,2922,154,42,1,0,0,response1disk,,6,22,-10,1,0,0,rectangle,22,-10,1,0,0,2,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",22,-10,1,0,0,0,21,21,25,1,,,
,,,,,,,,,,,,,FF,,,,,,,,2.6598,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,3699,-60,-124,1,0,0,response5disk,,3,2,-2,1,0,0,rectangle,2,-2,1,0,0,0,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",2,-2,1,0,0,0,22,22,113,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.40289,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,66,49,147,1,0,0,response1disk,,7,23,-4,1,0,0,rectangle,23,-4,1,0,0,2,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",23,-4,1,0,0,0,23,23,20,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.97228,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,3448,60,131,1,0,0,response1disk,,7,7,18,1,0,0,rectangle,7,18,1,0,0,3,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",7,18,1,0,0,0,24,24,12,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.64597,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,489,63,112,1,0,0,response1disk,,7,-1,10,1,0,0,rectangle,-1,10,1,0,0,5,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",-1,10,1,0,0,0,25,25,110,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.88341,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,2835,33,119,1,0,0,response1disk,,7,-15,12,1,0,0,rectangle,-15,12,1,0,0,3,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",-15,12,1,0,0,0,26,26,92,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.569525,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,2651,63,142,1,0,0,response1disk,,7,8,-1,1,0,0,rectangle,8,-1,1,0,0,4,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",8,-1,1,0,0,0,27,27,119,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.40158,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,3626,41,133,1,0,0,response1disk,,7,-2,-5,1,0,0,rectangle,-2,-5,1,0,0,5,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",-2,-5,1,0,0,0,28,28,76,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.479225,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,977,77,-113,1,0,0,response3disk,,4,7,-3,1,0,0,rectangle,7,-3,1,0,0,7,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",7,-3,1,0,0,0,29,29,10,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.71533,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,3005,-47,113,1,0,0,response7disk,,0,-1,-3,1,0,0,rectangle,-1,-3,1,0,0,1,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",-1,-3,1,0,0,0,30,30,84,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.50702,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,2509,59,122,1,0,0,response1disk,,7,-14,5,1,0,0,rectangle,-14,5,1,0,0,4,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",-14,5,1,0,0,0,31,31,29,1,,,
,,,,,,,,,,,,,FF,,,,,,,,2.65429,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,4010,-45,-94,1,0,0,response5disk,,3,-5,-1,1,0,0,rectangle,-5,-1,1,0,0,6,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",-5,-1,1,0,0,0,32,32,115,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.654235,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,4271,51,143,1,0,0,response1disk,,7,6,0,1,0,0,rectangle,6,0,1,0,0,4,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",6,0,1,0,0,0,33,33,40,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.84736,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,1326,46,118,1,0,0,response1disk,,7,21,1,1,0,0,rectangle,21,1,1,0,0,0,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",21,1,1,0,0,0,34,34,85,1,,,
,,,,,,,,,,,,,FF,,,,,,,,2.257045,,,,,,,,,,,,,,,,,,,,,,,5df3a70877f865293e86c0a0,60a7d7fbfb4fde314ca4e046,2021-05-21_17h56.22.620,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,866,114,-36,1,0,0,response3disk,,5,-13,-4,1,0,0,rectangle,-13,-4,1,0,0,7,"[97,114,208,67,292,256,265,207,252,20,172,132,84,19,119,223,205,73,38,162]",-13,-4,1,0,0,0,35,35,8,1,,,
