key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,fbclid,mouse_7.clicked_name,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchnumber,catchtrialorder,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1,mouse_3.clicked_name,mouse_11.clicked_name
,,,,,,,,,,,,,FF,,,,,,,,0.632465,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,1662,36.00001198,26.39999396,1,0,0,response1disk,,6,-11.19998872,-3.200006485,1,0,0,rectangle,-11.19998872,-3.200006485,1,0,0,6,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",-11.19998872,-3.200006485,1,0,0,0,61,61,0,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.615225,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,1934,28.00001186,34.39999408,1,0,0,response1disk,,7,7.200011551,11.99999374,1,0,0,rectangle,7.200011551,11.99999374,1,0,0,2,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",7.200011551,11.99999374,1,0,0,0,62,62,31,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.66622,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,3462,33.60006077,29.599994,1,0,0,response1disk,,6,1.14441E-05,7.19999367,1,0,0,rectangle,1.14441E-05,7.19999367,1,0,0,1,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",1.14441E-05,7.19999367,1,0,0,0,63,63,51,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.61721,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,3164,40.00001204,29.599994,1,0,0,response1disk,,6,8.800011575,6.399993658,1,0,0,rectangle,8.800011575,6.399993658,1,0,0,6,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",8.800011575,6.399993658,1,0,0,0,64,64,135,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.699205,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,2363,33.60006077,19.99999386,1,0,0,response1disk,,6,-1.59998858,-2.400006473,1,0,0,rectangle,-1.59998858,-2.400006473,1,0,0,2,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",-1.59998858,-2.400006473,1,0,0,0,65,65,129,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.782555,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,3719,42.40001208,-28.00000685,1,0,0,response3disk,,5,11.20001161,11.19999373,1,0,0,rectangle,11.20001161,11.19999373,1,0,0,2,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",11.20001161,11.19999373,1,0,0,0,66,66,35,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.599315,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,2823,36.00001198,-35.20000696,1,0,0,response3disk,,5,-3.999988616,-6.4373E-06,1,0,0,rectangle,-3.999988616,-6.4373E-06,1,0,0,1,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",-3.999988616,-6.4373E-06,1,0,0,0,67,67,1,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.933375,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,1410,28.80001187,-40.80000705,1,0,0,response3disk,,4,4.000011504,-10.40000659,1,0,0,rectangle,4.000011504,-10.40000659,1,0,0,5,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",4.000011504,-10.40000659,1,0,0,0,68,68,40,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.666055,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,3258,44.0000121,-29.60000688,1,0,0,response3disk,,5,7.200011551,-11.2000066,1,0,0,rectangle,7.200011551,-11.2000066,1,0,0,5,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",7.200011551,-11.2000066,1,0,0,0,69,69,87,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.633005,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,2030,34.40001196,-25.60000682,1,0,0,response3disk,,5,9.600060415,-6.400006533,1,0,0,rectangle,9.600060415,-6.400006533,1,0,0,1,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",9.600060415,-6.400006533,1,0,0,0,70,70,146,1,,,
,,,,,,,,,,,,,FF,,,,,,,,2.86411,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,1933,39.20001203,-40.00000703,1,0,0,response3disk,,4,8.800011575,-6.400006533,1,0,0,rectangle,8.800011575,-6.400006533,1,0,0,7,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",8.800011575,-6.400006533,1,0,0,0,71,71,65,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.783195,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,1786,-61.59998947,52.79999435,1,0,0,response7disk,,1,-4.799988627,9.599993706,1,0,0,rectangle,-35.99998909,-29.60000688,1,0,0,2,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",-7.999988675,7.999993682,1,0,0,0,72,72,59,1,,response5disk_3,rectangle
,,,,,,,,,,,,,FF,,,,,,,,4.7786,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,472,37.60006083,-51.2000072,1,0,0,response3disk,,4,-0.799988568,2.399993598,1,0,0,rectangle,36.00001198,-39.20000702,1,0,0,0,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",10.4000116,-6.400006533,1,0,0,0,73,73,23,1,,response3disk_3,rectangle
,,,,,,,,,,,,,FF,,,,,,,,6.711315,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,2517,-40.79998916,-64.8000074,1,0,0,response5disk,,3,-7.199988663,-5.600006521,1,0,0,rectangle,-7.199988663,-5.600006521,1,0,0,6,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",-7.199988663,-5.600006521,1,0,0,0,74,74,60,1,,,
,,,,,,,,,,,,,FF,,,,,,,,5.14643,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,3502,-46.39994042,-43.20000708,1,0,0,response5disk,,3,9.600060415,1.599993587,1,0,0,rectangle,9.600060415,1.599993587,1,0,0,7,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",9.600060415,1.599993587,1,0,0,0,75,75,96,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.332165,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,75,-41.59998918,-32.80000693,1,0,0,response5disk,,3,8.000011563,5.599993646,1,0,0,rectangle,8.000011563,5.599993646,1,0,0,4,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",8.000011563,5.599993646,1,0,0,0,76,76,144,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.71648,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,856,-27.19998896,-25.60000682,1,0,0,response5disk,,3,16.00001168,10.39999372,1,0,0,rectangle,16.00001168,10.39999372,1,0,0,6,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",16.00001168,10.39999372,1,0,0,0,77,77,53,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.86508,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,2873,-41.59998918,-17.6000067,1,0,0,response5disk,,3,32.80001193,7.999993682,1,0,0,rectangle,32.80001193,7.999993682,1,0,0,6,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",32.80001193,7.999993682,1,0,0,0,78,78,89,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.715275,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,4274,-31.19998902,-38.40000701,1,0,0,response5disk,,3,8.800011575,-2.400006473,1,0,0,rectangle,8.800011575,-2.400006473,1,0,0,0,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",8.800011575,-2.400006473,1,0,0,0,79,79,18,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.699695,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,816,-39.19998914,-26.40000683,1,0,0,response5disk,,3,2.40001148,3.999993622,1,0,0,rectangle,2.40001148,3.999993622,1,0,0,7,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",2.40001148,3.999993622,1,0,0,0,80,80,148,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.06695,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,4216,-34.39994024,-32.00000691,1,0,0,response5disk,,3,-11.19998872,-3.200006485,1,0,0,rectangle,-11.19998872,-3.200006485,1,0,0,5,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",-11.19998872,-3.200006485,1,0,0,0,81,81,101,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.58217,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,1660,-41.59998918,-38.40000701,1,0,0,response5disk,,3,10.4000116,7.19999367,1,0,0,rectangle,10.4000116,7.19999367,1,0,0,1,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",10.4000116,7.19999367,1,0,0,0,82,82,84,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.16453,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,3800,-33.59998906,59.99999446,1,0,0,response7disk,,0,4.800011516,11.99999374,1,0,0,rectangle,4.800011516,11.99999374,1,0,0,0,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",4.800011516,11.99999374,1,0,0,0,83,83,150,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.816215,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,1044,-43.99998921,39.19996973,1,0,0,response7disk,,1,7.200011551,0.799993575,1,0,0,rectangle,7.200011551,0.799993575,1,0,0,3,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",7.200011551,0.799993575,1,0,0,0,84,84,77,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.599705,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,2760,-51.19998932,-24.00000679,1,0,0,response5disk,,1,6.400011539,10.39999372,1,0,0,rectangle,6.400011539,10.39999372,1,0,0,1,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",6.400011539,10.39999372,1,0,0,0,85,85,2,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.582445,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,406,-67.19998956,78.39999473,1,0,0,response7disk,,0,-2.399939764,7.19999367,1,0,0,rectangle,-2.399939764,7.19999367,1,0,0,0,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",-2.399939764,7.19999367,1,0,0,0,86,86,132,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.548725,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,918,-62.39994066,-30.40000689,1,0,0,response5disk,,0,4.000011504,9.599993706,1,0,0,rectangle,4.000011504,9.599993706,1,0,0,5,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",4.000011504,9.599993706,1,0,0,0,87,87,64,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.633095,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,2625,-46.39994042,-35.20000696,1,0,0,response5disk,,0,4.800011516,3.19999361,1,0,0,rectangle,4.800011516,3.19999361,1,0,0,2,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",4.800011516,3.19999361,1,0,0,0,88,88,131,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.69986,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,4043,-28.79998899,-36.00000697,1,0,0,response5disk,,3,4.000011504,-7.200006545,1,0,0,rectangle,4.000011504,-7.200006545,1,0,0,3,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",4.000011504,-7.200006545,1,0,0,0,89,89,71,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.78295,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,2881,-54.39994054,-26.40000683,1,0,0,response5disk,,3,-3.199988604,0.799993575,1,0,0,rectangle,-3.199988604,0.799993575,1,0,0,5,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",-3.199988604,0.799993575,1,0,0,0,90,90,83,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.549255,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,2271,-59.99998945,38.39999413,1,0,0,response7disk,,1,-1.59998858,-2.400006473,1,0,0,rectangle,-52.79998934,31.99999404,1,0,0,2,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",-0.799988568,3.999993622,1,0,0,0,91,91,99,1,,response7disk_3,rectangle
,,,,,,,,,,,,,FF,,,,,,,,2.414565,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,2887,-43.99998921,31.99999404,1,0,0,response7disk,,1,4.000011504,7.19999367,1,0,0,rectangle,4.000011504,7.19999367,1,0,0,1,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",4.000011504,7.19999367,1,0,0,0,92,92,56,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.533495,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,2850,-52.79998934,-24.00000679,1,0,0,response5disk,,1,-7.199988663,-1.600006461,1,0,0,rectangle,-7.199988663,-1.600006461,1,0,0,0,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",-7.199988663,-1.600006461,1,0,0,0,93,93,61,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.666945,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,4308,-61.59998947,-36.00000697,1,0,0,response5disk,,1,18.40001172,6.399993658,1,0,0,rectangle,18.40001172,6.399993658,1,0,0,5,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",18.40001172,6.399993658,1,0,0,0,94,94,115,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.53332,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,1643,-47.99998927,46.39999425,1,0,0,response7disk,,1,0.800011456,-2.400006473,1,0,0,rectangle,-47.19998926,23.19996949,1,0,0,6,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",-4.799988627,-4.000006497,1,0,0,0,95,95,21,1,,response7disk_3,rectangle
,,,,,,,,,,,,,FF,,,,,,,,1.39819,,,,,,,,,,,,,,,,,,,,,,,5ded025913911c3c46a677d7,60a66af1e47a63d368c27e1e,2021-05-21_11h49.26.183,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,IwAR3k7-6vj3irAEF0nSIH_BuJmJRQbL6BOnOOwIr76KIS1zz-MvQixBW2OPI,,,,,3613,-46.39994042,-42.40000707,1,0,0,response5disk,,1,4.000011504,11.99999374,1,0,0,rectangle,4.000011504,11.99999374,1,0,0,3,"[179,92,138,19,74,288,322,224,73,230,262,24,221,126,175,316,96,209,177,188]",4.000011504,11.99999374,1,0,0,0,96,96,43,1,,,
