key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,mouse_7.clicked_name,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchnumber,catchtrialorder,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1,mouse_3.clicked_name,mouse_11.clicked_name
,,,,,,,,,,,,,FF,,,,,,,,1.31614,,,,,,,,,,,,,,,,,,,,,,,5c573e54e9813700018acc31,60a7d7fc0ede097370f253f0,2021-05-21_16h56.26.464,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,2837,100.8000129,-41.80003042,1,0,0,response3disk,,5,28.00001186,4.599994689,1,0,0,rectangle,28.00001186,4.599994689,1,0,0,2,"[171,58,186,212,67,243,316,3,74,211,260,187,58,107,106,156,183,199,248,153]",28.00001186,4.599994689,1,0,0,0,13,13,92,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.91631,,,,,,,,,,,,,,,,,,,,,,,5c573e54e9813700018acc31,60a7d7fc0ede097370f253f0,2021-05-21_16h56.26.464,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,2230,60.00001234,-36.20000592,1,0,0,response3disk,,5,9.600060415,6.199970299,1,0,0,rectangle,9.600060415,6.199970299,1,0,0,5,"[171,58,186,212,67,243,316,3,74,211,260,187,58,107,106,156,183,199,248,153]",9.600060415,6.199970299,1,0,0,0,14,14,119,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.699955,,,,,,,,,,,,,,,,,,,,,,,5c573e54e9813700018acc31,60a7d7fc0ede097370f253f0,2021-05-21_16h56.26.464,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,2857,71.20001251,30.19997066,1,0,0,response1disk,,6,16.80001169,-5.80002988,1,0,0,rectangle,16.80001169,-5.80002988,1,0,0,0,"[171,58,186,212,67,243,316,3,74,211,260,187,58,107,106,156,183,199,248,153]",16.80001169,-5.80002988,1,0,0,0,15,15,22,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.666425,,,,,,,,,,,,,,,,,,,,,,,5c573e54e9813700018acc31,60a7d7fc0ede097370f253f0,2021-05-21_16h56.26.464,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,998,56.80001229,33.39999512,1,0,0,response1disk,,6,18.40001172,3.799994677,1,0,0,rectangle,18.40001172,3.799994677,1,0,0,4,"[171,58,186,212,67,243,316,3,74,211,260,187,58,107,106,156,183,199,248,153]",18.40001172,3.799994677,1,0,0,0,16,16,127,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.633205,,,,,,,,,,,,,,,,,,,,,,,5c573e54e9813700018acc31,60a7d7fc0ede097370f253f0,2021-05-21_16h56.26.464,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,3457,56.00001228,64.59999558,1,0,0,response1disk,,7,3.200011492,-7.40000549,1,0,0,rectangle,3.200011492,-7.40000549,1,0,0,6,"[171,58,186,212,67,243,316,3,74,211,260,187,58,107,106,156,183,199,248,153]",3.200011492,-7.40000549,1,0,0,0,17,17,86,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.099395,,,,,,,,,,,,,,,,,,,,,,,5c573e54e9813700018acc31,60a7d7fc0ede097370f253f0,2021-05-21_16h56.26.464,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,3296,-48.79998928,-70.60005526,1,0,0,response5disk,,3,3.200011492,6.999994725,1,0,0,rectangle,3.200011492,6.999994725,1,0,0,4,"[171,58,186,212,67,243,316,3,74,211,260,187,58,107,106,156,183,199,248,153]",3.200011492,6.999994725,1,0,0,0,18,18,38,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.099935,,,,,,,,,,,,,,,,,,,,,,,5c573e54e9813700018acc31,60a7d7fc0ede097370f253f0,2021-05-21_16h56.26.464,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,1527,78.40001261,-32.20000586,1,0,0,response3disk,,5,30.4000119,-5.80002988,1,0,0,rectangle,30.4000119,-5.80002988,1,0,0,2,"[171,58,186,212,67,243,316,3,74,211,260,187,58,107,106,156,183,199,248,153]",30.4000119,-5.80002988,1,0,0,0,19,19,118,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.99931,,,,,,,,,,,,,,,,,,,,,,,5c573e54e9813700018acc31,60a7d7fc0ede097370f253f0,2021-05-21_16h56.26.464,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,4158,44.0000121,-91.40000674,1,0,0,response3disk,,4,13.60006047,-0.200005382,1,0,0,rectangle,13.60006047,-0.200005382,1,0,0,5,"[171,58,186,212,67,243,316,3,74,211,260,187,58,107,106,156,183,199,248,153]",13.60006047,-0.200005382,1,0,0,0,20,20,138,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.61631,,,,,,,,,,,,,,,,,,,,,,,5c573e54e9813700018acc31,60a7d7fc0ede097370f253f0,2021-05-21_16h56.26.464,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,3089,-21.59998888,-109.000007,1,0,0,response5disk,,3,8.000011563,-5.80002988,1,0,0,rectangle,8.000011563,-5.80002988,1,0,0,6,"[171,58,186,212,67,243,316,3,74,211,260,187,58,107,106,156,183,199,248,153]",8.000011563,-5.80002988,1,0,0,0,21,21,143,1,,,
,,,,,,,,,,,,,FF,,,,,,,,0.649615,,,,,,,,,,,,,,,,,,,,,,,5c573e54e9813700018acc31,60a7d7fc0ede097370f253f0,2021-05-21_16h56.26.464,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,1842,91.2000128,-40.20000598,1,0,0,response3disk,,5,15.20001167,-11.40000555,1,0,0,rectangle,15.20001167,-11.40000555,1,0,0,4,"[171,58,186,212,67,243,316,3,74,211,260,187,58,107,106,156,183,199,248,153]",15.20001167,-11.40000555,1,0,0,0,22,22,112,1,,,
,,,,,,,,,,,,,FF,,,,,,,,1.01644,,,,,,,,,,,,,,,,,,,,,,,5c573e54e9813700018acc31,60a7d7fc0ede097370f253f0,2021-05-21_16h56.26.464,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,,,2926,77.6000126,-36.20000592,1,0,0,response3disk,,5,10.4000116,4.599994689,1,0,0,rectangle,10.4000116,4.599994689,1,0,0,1,"[171,58,186,212,67,243,316,3,74,211,260,187,58,107,106,156,183,199,248,153]",10.4000116,4.599994689,1,0,0,0,23,23,9,1,,,
