key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,catchnumber,catchtrialorder,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1
,,,,,,,,,,,,,FF,,,,,,,,1.41976,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3383,-85,-36,1,0,0,response5disk,,6,-10,-2,1,0,0,rectangle,-10,-2,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-10,-2,1,0,0,,1,60,221,102,1,
,,,,,,,,,,,,,FF,,,,,,,,1.71681,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2837,24,-90,1,0,0,response3disk,,4,-2,-6,1,0,0,rectangle,-2,-6,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-2,-6,1,0,0,,1,61,222,26,1,
,,,,,,,,,,,,,FF,,,,,,,,3.09409,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,559,93,-34,1,0,0,response3disk,,5,15,2,1,0,0,rectangle,15,2,1,0,0,,0,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",15,2,1,0,0,,1,62,223,82,1,
,,,,,,,,,,,,,FF,,,,,,,,1.419695,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1267,57,-32,1,0,0,response3disk,,5,5,7,1,0,0,rectangle,5,7,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",5,7,1,0,0,,1,63,224,137,1,
,,,,,,,,,,,,,FF,,,,,,,,1.305645,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,412,85,34,1,0,0,response1disk,,6,12,4,1,0,0,rectangle,12,4,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",12,4,1,0,0,,1,64,225,72,1,
,,,,,,,,,,,,,FF,,,,,,,,1.036505,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1017,85,37,1,0,0,response1disk,,6,14,6,1,0,0,rectangle,14,6,1,0,0,,4,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",14,6,1,0,0,,1,65,226,135,1,
,,,,,,,,,,,,,FF,,,,,,,,2.021295,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,637,-88,-57,1,0,0,response5disk,,6,3,-10,1,0,0,rectangle,3,-10,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",3,-10,1,0,0,,1,66,227,58,1,
,,,,,,,,,,,,,FF,,,,,,,,1.214905,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,294,81,-36,1,0,0,response3disk,,5,9,-7,1,0,0,rectangle,9,-7,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",9,-7,1,0,0,,1,67,228,35,1,
,,,,,,,,,,,,,FF,,,,,,,,0.77279,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3348,61,52,1,0,0,response1disk,,6,-1,1,1,0,0,rectangle,-1,1,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-1,1,1,0,0,,1,68,229,124,1,
,,,,,,,,,,,,,FF,,,,,,,,1.637405,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1467,75,-61,1,0,0,response3disk,,5,-14,-12,1,0,0,rectangle,-14,-12,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-14,-12,1,0,0,,1,69,230,20,1,
,,,,,,,,,,,,,FF,,,,,,,,1.683305,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2150,94,26,1,0,0,response1disk,,6,-5,-7,1,0,0,rectangle,-5,-7,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-5,-7,1,0,0,,1,70,231,22,1,
,,,,,,,,,,,,,FF,,,,,,,,1.185605,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3796,67,-39,1,0,0,response3disk,,5,0,0,1,0,0,rectangle,39,119,1,0,0,response1disk_3,7,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-4,3,1,0,0,rectangle,1,71,232,120,1,
,,,,,,,,,,,,,FF,,,,,,,,1.37246,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,439,33,-75,1,0,0,response3disk,,4,-9,2,1,0,0,rectangle,-9,2,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-9,2,1,0,0,,1,72,233,97,1,
,,,,,,,,,,,,,FF,,,,,,,,1.215355,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1627,63,36,1,0,0,response1disk,,6,1,4,1,0,0,rectangle,1,4,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",1,4,1,0,0,,1,73,234,74,1,
,,,,,,,,,,,,,FF,,,,,,,,1.757835,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,758,34,81,1,0,0,response1disk,,7,1,7,1,0,0,rectangle,1,7,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",1,7,1,0,0,,1,74,235,121,1,
,,,,,,,,,,,,,FF,,,,,,,,1.11659,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3793,67,40,1,0,0,response1disk,,6,7,8,1,0,0,rectangle,7,8,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",7,8,1,0,0,,1,75,236,126,1,
,,,,,,,,,,,,,FF,,,,,,,,2.52647,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1771,74,-48,1,0,0,response3disk,,5,6,-9,1,0,0,rectangle,6,-9,1,0,0,,0,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",6,-9,1,0,0,,1,76,237,146,1,
,,,,,,,,,,,,,FF,,,,,,,,1.683655,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3696,65,48,1,0,0,response1disk,,6,15,1,1,0,0,rectangle,15,1,1,0,0,,7,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",15,1,1,0,0,,1,77,238,69,1,
,,,,,,,,,,,,,FF,,,,,,,,2.016705,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3919,45,-67,1,0,0,response3disk,,4,9,-4,1,0,0,rectangle,9,-4,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",9,-4,1,0,0,,1,78,239,75,1,
,,,,,,,,,,,,,FF,,,,,,,,2.10787,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,129,33,-51,1,0,0,response3disk,,4,3,-3,1,0,0,rectangle,3,-3,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",3,-3,1,0,0,,1,79,240,81,1,
,,,,,,,,,,,,,FF,,,,,,,,1.33643,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,884,44,65,1,0,0,response1disk,,7,7,-2,1,0,0,rectangle,7,-2,1,0,0,,7,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",7,-2,1,0,0,,1,80,241,138,1,
,,,,,,,,,,,,,FF,,,,,,,,1.18676,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2081,55,-37,1,0,0,response3disk,,5,2,-6,1,0,0,rectangle,2,-6,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",2,-6,1,0,0,,1,81,242,44,1,
,,,,,,,,,,,,,FF,,,,,,,,1.156935,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3865,65,-48,1,0,0,response3disk,,5,6,-10,1,0,0,rectangle,6,-10,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",6,-10,1,0,0,,1,82,243,12,1,
,,,,,,,,,,,,,FF,,,,,,,,2.190725,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,4203,-33,-100,1,0,0,response5disk,,3,-10,-9,1,0,0,rectangle,-10,-9,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-10,-9,1,0,0,,1,83,244,2,1,
,,,,,,,,,,,,,FF,,,,,,,,1.486195,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3682,44,-80,1,0,0,response3disk,,4,0,-13,1,0,0,rectangle,0,-13,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",0,-13,1,0,0,,1,84,245,108,1,
,,,,,,,,,,,,,FF,,,,,,,,2.12144,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2334,85,-32,1,0,0,response3disk,,5,17,3,1,0,0,rectangle,17,3,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",17,3,1,0,0,,1,85,246,114,1,
,,,,,,,,,,,,,FF,,,,,,,,1.404545,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1518,78,27,1,0,0,response1disk,,6,12,-7,1,0,0,rectangle,12,-7,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",12,-7,1,0,0,,1,86,247,122,1,
,,,,,,,,,,,,,FF,,,,,,,,1.453145,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1226,52,-84,1,0,0,response3disk,,4,4,-5,1,0,0,rectangle,4,-5,1,0,0,,0,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",4,-5,1,0,0,,1,87,248,155,1,
,,,,,,,,,,,,,FF,,,,,,,,1.16917,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2743,82,-33,1,0,0,response3disk,,5,13,-7,1,0,0,rectangle,13,-7,1,0,0,,7,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",13,-7,1,0,0,,1,88,249,79,1,
,,,,,,,,,,,,,FF,,,,,,,,1.452755,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3856,52,-76,1,0,0,response3disk,,4,11,-11,1,0,0,rectangle,11,-11,1,0,0,,0,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",11,-11,1,0,0,,1,89,250,36,1,
,,,,,,,,,,,,,FF,,,,,,,,3.00503,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1370,-77,-56,1,0,0,response5disk,,4,2,-7,1,0,0,rectangle,2,-7,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",2,-7,1,0,0,,1,90,251,38,1,
,,,,,,,,,,,,,FF,,,,,,,,0.93526,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2183,72,32,1,0,0,response1disk,,6,-6,-5,1,0,0,rectangle,-6,-5,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-6,-5,1,0,0,,1,91,252,45,1,
,,,,,,,,,,,,,FF,,,,,,,,0.98648,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1823,-63,-41,1,0,0,response5disk,,6,2,-10,1,0,0,rectangle,2,-10,1,0,0,,0,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",2,-10,1,0,0,,1,92,253,85,1,
,,,,,,,,,,,,,FF,,,,,,,,4.29103,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1251,62,-45,1,0,0,response3disk,,5,7,-10,1,0,0,rectangle,7,-10,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",7,-10,1,0,0,,1,93,254,24,1,
,,,,,,,,,,,,,FF,,,,,,,,3.473635,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3945,23,-97,1,0,0,response3disk,,4,-15,2,1,0,0,rectangle,-15,2,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-15,2,1,0,0,,1,94,255,128,1,
,,,,,,,,,,,,,FF,,,,,,,,1.05256,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2997,36,-67,1,0,0,response3disk,,4,2,2,1,0,0,rectangle,2,2,1,0,0,,0,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",2,2,1,0,0,,1,95,256,131,1,
,,,,,,,,,,,,,FF,,,,,,,,5.370505,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2255,100,-37,1,0,0,response3disk,,5,10,-7,1,0,0,rectangle,10,-7,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",10,-7,1,0,0,,1,96,257,6,1,
,,,,,,,,,,,,,FF,,,,,,,,1.61986,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1390,-47,-92,1,0,0,response5disk,,3,-13,-14,1,0,0,rectangle,-13,-14,1,0,0,,0,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-13,-14,1,0,0,,1,97,258,119,1,
,,,,,,,,,,,,,FF,,,,,,,,1.40343,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3089,-53,-81,1,0,0,response5disk,,3,-12,-5,1,0,0,rectangle,-12,-5,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-12,-5,1,0,0,,1,98,259,25,1,
,,,,,,,,,,,,,FF,,,,,,,,1.555465,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,2339,93,-39,1,0,0,response3disk,,5,7,-6,1,0,0,rectangle,7,-6,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",7,-6,1,0,0,,1,99,260,86,1,
,,,,,,,,,,,,,FF,,,,,,,,1.303015,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,4201,-83,-42,1,0,0,response5disk,,5,-5,-5,1,0,0,rectangle,-5,-5,1,0,0,,3,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-5,-5,1,0,0,,1,100,261,159,1,
,,,,,,,,,,,,,FF,,,,,,,,1.41953,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3096,-54,84,1,0,0,response7disk,,0,-19,6,1,0,0,rectangle,-19,6,1,0,0,,1,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",-19,6,1,0,0,,1,101,262,48,1,
,,,,,,,,,,,,,FF,,,,,,,,2.20469,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,4133,86,-29,1,0,0,response3disk,,5,2,3,1,0,0,rectangle,2,3,1,0,0,,4,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",2,3,1,0,0,,1,102,263,67,1,
,,,,,,,,,,,,,FF,,,,,,,,1.33674,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,1224,38,-93,1,0,0,response3disk,,4,11,-2,1,0,0,rectangle,11,-2,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",11,-2,1,0,0,,1,103,264,78,1,
,,,,,,,,,,,,,FF,,,,,,,,1.403165,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,192,-75,-51,1,0,0,response5disk,,4,13,-2,1,0,0,rectangle,13,-2,1,0,0,,5,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",13,-2,1,0,0,,1,104,265,144,1,
,,,,,,,,,,,,,FF,,,,,,,,2.238005,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,3805,24,-104,1,0,0,response3disk,,4,0,-11,1,0,0,rectangle,0,-11,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",0,-11,1,0,0,,1,105,266,73,1,
,,,,,,,,,,,,,FF,,,,,,,,1.369895,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,562,-41,-82,1,0,0,response5disk,,3,12,-2,1,0,0,rectangle,12,-2,1,0,0,,6,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",12,-2,1,0,0,,1,106,267,55,1,
,,,,,,,,,,,,,FF,,,,,,,,2.32184,,,,,,,,,,,,,,,,,,,,,,,5d1a69d8f97a18001977e0d7,60a7d7faac3d9818752b15e1,2021-05-21_16h56.09.996,Simcolourproject_2stim_asymm_v5,2020.2.10,Win32,60,60a5f9bf14d0aa2821c4bb84,,,791,72,-60,1,0,0,response3disk,,5,4,-3,1,0,0,rectangle,4,-3,1,0,0,,2,"[58,191,278,100,65,29,322,125,86,271,136,1,92,20,169,101,278,233,68,29]",4,-3,1,0,0,,1,107,268,29,1,
